sample_id,split,age_group,gender,situation_keyword,physical_disease,emotion_major,emotion_minor,service_label,text,persona_id,talk_id,emotion_code,situation_code,tired_seed_candidate,tired_seed_candidate_reason,tired_seed_manual_keep,tired_seed_manual_note,service_label_original,tired_seed_version,tired_seed_applied
train-037733,train,청소년,남성,가족관계,해당없음,기쁨,안도,CALM,동생이랑 냉전 상태였는데 다행이네. 학교 갔다오니 다행이 동생이 미안하다고 먼저 쪽지남겼더라고. 그건 낯 간지럽고 그냥 좋아하는거 선물하려고.,Pro_00118,Pro_00118_00003,E67,S01_D02,False,auto-v2-missing-signal,False,,CALM,auto_v2,False
train-001438,train,노년,남성,대인관계,만성질환 무,슬픔,낙담한,SAD,우리 자식은 무슨 일이든 얘기 좀 하려고 하면 다들 나를 피해서 나 자신이 한없이 초라해지는 것 같아. 나하고 말하면 말이 안 통한대 너무 막혀있다고. 다 자기들 좋아지라고 하는 말인데. 서로 입장을 바꿔서 한번 생각해 보려고. 그럼 자식과 조금은 말이 통하지 않을까 해.,Pro_09799,Pro_09799_00013,E28,S04_D02,False,auto-v2-missing-signal,False,,SAD,auto_v2,False
train-009191,train,청년,여성,"진로,취업,직장",해당없음,기쁨,기쁨,HAPPY,나 이번에 드디어 취업했어! 마지막으로 면접 본 곳에서 연락 온 거 있지? 고마워. 기대도 안 했는데 합격하니까 눈물 날 것 같아. 지인을 통해 대기업에 취업하게 돼서 감사한 마음으로 선물해드리고 싶어.,Pro_05391,Pro_05391_00005,E60,S06_D02,False,auto-v2-missing-signal,False,,HAPPY,auto_v2,False
train-017813,train,노년,여성,재정,만성질환 유,기쁨,만족스러운,HAPPY,젊었을 때 열심히 모아둔 돈이 있어서 지금 병원비 때문에 걱정 없이 살고 있어. 젊었을 때 안 모으고 펑펑 썼으면 지금 병원비 때문에 힘들었을 거야. 열심히 치료받고 또 열심히 살아가야지.,Pro_12415,Pro_12415_00013,E64,S13_D01,False,auto-v2-missing-signal,False,,HAPPY,auto_v2,False
train-010529,train,중년,여성,"대인관계(부부, 자녀)",해당없음,기쁨,만족스러운,HAPPY,요즘 남편과의 관계가 너무 만족스러워. 남편과 대화를 많이 한 게 서로를 이해하는 데 도움이 된 것 같아.,Pro_08635,Pro_08635_00012,E64,S07_D02,False,auto-v2-missing-signal,False,,HAPPY,auto_v2,False
train-002682,train,중년,여성,건강,해당없음,기쁨,안도,CALM,내가 육 개월 동안 다리가 저렸잖아. 고기를 멀리하고 채소를 많이 먹었더니 많이 좋아졌어. 친구가 그러는데 짙푸른 채소가 혈관 청소하는 데 좋다네. 앞으로도 채소를 많이 먹어야겠어.,Pro_08878,Pro_08878_00011,E67,S09_D02,False,auto-v2-missing-signal,False,,CALM,auto_v2,False
train-013400,train,청년,여성,"진로,취업,직장",해당없음,슬픔,환멸을 느끼는,ANGRY,나 직장 내 따돌림 때문에 힘들어. 잘못한 것도 없는데 나한테 왜 그러는지 모르겠어. 회사를 그만둘까 봐.,Pro_05360,Pro_05360_00007,E29,S06_D02,False,auto-v2-missing-signal,False,,ANGRY,auto_v2,False
train-023838,train,중년,여성,"직장, 업무 스트레스",해당없음,분노,성가신,TIRED,오늘도 야근이라 너무 지치고 피곤해. 삼 일째 야근 하고 있고 지난주도 야근을 했어. 답답하고 지쳐서 그만하고 싶어. 다음 주에 퇴사를 말하려고 해. 휴가라도 신청하든지.,Pro_08950,Pro_08950_00010,E19,S10_D02,True,auto-v2-context-plus-fatigue,True,auto-keep-physical-fatigue-seed,ANGRY,auto_v2,True
train-015213,train,중년,여성,"대인관계(부부, 자녀)",해당없음,불안,회의적인,ANXIOUS,딸이 비혼으로 살고 싶다고 말하는데 왜 저러는지 모르겠어. 혼자서 살아가는 게 얼마나 힘든 일인지 아직 잘 모르는 것 같아. 딸과 허심탄회하게 이야기 나눠봐야겠어.,Pro_08607,Pro_08607_00021,E36,S07_D02,False,auto-v2-missing-signal,False,,ANXIOUS,auto_v2,False
train-010838,train,청소년,여성,학교폭력/따돌림,해당없음,기쁨,편안한,CALM,나를 괴롭히던 친구가 있었는데 그 친구가 전학을 간다는 소식을 들었어. 이제 그 친구를 다시 보지 않을 수 있다는 생각에 마음이 편안해. 응. 정말 다행이야. 내일부터 학교생활을 편하게 할 수 있겠어.,Pro_01914,Pro_01914_00007,E63,S03_D02,False,auto-v2-missing-signal,False,,CALM,auto_v2,False
train-030005,train,중년,여성,건강,해당없음,불안,회의적인,ANXIOUS,요즘 밤에 잠도 잘 못자고 일도 잘 안풀리네. 그러게. 정신과에 가서 상담이라도 좀 받아봐야겠어.,Pro_08847,Pro_08847_00032,E36,S09_D02,False,auto-v2-missing-signal,False,,ANXIOUS,auto_v2,False
train-004651,train,청소년,여성,학업 및 진로,해당없음,불안,불안,ANXIOUS,수능 망칠까 봐 불안해. 그동안 열심히 했는데 한순간에 물거품이 될 수 있잖아. 친구들이랑 수다 떨면서 해소했어.,Pro_01761,Pro_01761_00016,E30,S02_D02,False,auto-v2-missing-signal,False,,ANXIOUS,auto_v2,False
train-034450,train,중년,여성,"대인관계(부부, 자녀)",해당없음,기쁨,안도,CALM,군대 간 아들에게 잘 지내고 있다고 편지가 도착했는데 편지를 보니 안심이 되네. 갑자기 없으니까 너무 허전하고 걱정이 되었는데 잘 지낸다고 하니 안심이 돼. 다음 면회 때 아들이 좋아하는 음식을 장만해서 가려고 해.,Pro_08638,Pro_08638_00003,E67,S07_D02,False,auto-v2-missing-signal,False,,CALM,auto_v2,False
train-018801,train,노년,여성,대인관계,만성질환 유,기쁨,자신하는,HAPPY,내가 아들을 잘 키웠어. 다른 할멈들은 아들들한테 불만이 많던데 우리아들은 날 무척 사랑해. 우리 아들은 항상 나한테 안부전화도 빼먹지 않아. 날 끝까지 부양할거라고 난 자신해. 우리 아들한테 고마운 진심을 전할 거야.,Pro_11340,Pro_11340_00004,E69,S04_D01,False,auto-v2-missing-signal,False,,HAPPY,auto_v2,False
train-035578,train,청소년,여성,학업 및 진로,해당없음,기쁨,느긋,HAPPY,나는 내 장래의 직업을 빨리 정할 필요 없다고 생각하는데 부모님이 서두르라 하셔. 응 근데 천천히 결정해도 되는 거 아닌가? 난 아직 직업을 정하지 않았어. 찾으면 그 뒤로 꿈을 위해 노력할 거야.,Pro_01797,Pro_01797_00003,E66,S02_D02,False,auto-v2-missing-signal,False,,HAPPY,auto_v2,False
train-027926,train,노년,여성,재정,만성질환 유,기쁨,편안한,CALM,병원 간호도 해주고 병원비를 책임져주는 남편이 있어 항상 든든해. 고생하는 남편을 위해 선물을 하고 싶어. 퇴원하고 남편과 편안하게 해외 여행을 해야겠어.,Pro_12414,Pro_12414_00002,E63,S13_D01,False,auto-v2-missing-signal,False,,CALM,auto_v2,False
train-018171,train,중년,남성,"직장, 업무 스트레스",해당없음,기쁨,신뢰하는,CALM,윗사람의 전폭적인 지지와 신뢰로 일이 잘 풀려. 참 기분이 좋네. 역시 일의 효율은 상호존중이 일어나야 극대화되는 것 같아. 최고야. 나에게 더욱 신뢰감을 느낄 수 있도록 정말 열심히 해볼 거야.,Pro_07433,Pro_07433_00012,E62,S10_D02,False,auto-v2-missing-signal,False,,CALM,auto_v2,False
train-025866,train,노년,여성,대인관계,만성질환 무,당황,한심한,ANGRY,남편이 내 퇴직금으로 사업을 했는데 사업이 잘 안돼서 힘들어. 내가 왜 저 사람에게 내 돈을 줬는지. 그 판단을 한 내가 참 한심하다. 시간을 돌릴 수만 있다면 돌리고 싶어.,Pro_11389,Pro_11389_00009,E58,S04_D02,False,auto-v2-missing-signal,False,,ANGRY,auto_v2,False
train-030870,train,청년,남성,"연애,결혼,출산",해당없음,불안,취약한,ANXIOUS,나는 연애에 취약해. 이성 앞에서 말을 잘 못하겠어.,Pro_03684,Pro_03684_00002,E33,S05_D02,False,auto-v2-missing-signal,False,,ANXIOUS,auto_v2,False
train-009101,train,청년,여성,"연애,결혼,출산",해당없음,기쁨,감사하는,HAPPY,남자친구가 고시 공부하는 나를 이 년 동안 뒷바라지해줬어. 너무 고맙지. 묵묵히 내 곁을 지켜줘서. 남자친구한테 기다려줘서 고맙다고 선물을 하나 해야겠어.,Pro_05272,Pro_05272_00015,E61,S05_D02,False,auto-v2-missing-signal,False,,HAPPY,auto_v2,False
train-048921,train,노년,남성,대인관계,만성질환 무,분노,분노,ANGRY,나 요즘 정신적으로 문제가 있는 것 같아. 이런 내가 너무 속상해. 다른 사람들이 나를 무시해서 학대받는 느낌이 들어. 어떻게 행동해야 할지 모르겠어. 병원에 가서 진료를 받아봐야겠어. 나 자신이 더 증오스러워지기 전에.,Pro_09781,Pro_09781_00003,E10,S04_D02,False,auto-v2-missing-signal,False,,ANGRY,auto_v2,False
train-029031,train,노년,남성,"건강,죽음",만성질환 무,기쁨,감사하는,HAPPY,아내에게 술을 먹고 싶다고 했더니 무알콜 맥주를 사다 주었어. 너무 고마워. 소소한 배려를 해주는 아내에게 도움을 주고 싶은데 무엇을 해야 할지 고민이야. 집안일을 더 도와주면 좋을 것 같아.,Pro_10672,Pro_10672_00002,E61,S11_D02,False,auto-v2-missing-signal,False,,HAPPY,auto_v2,False
train-011295,train,청년,여성,"연애,결혼,출산",해당없음,분노,분노,ANGRY,결혼을 준비하고 있는데 남자친구와 크게 다투었어. 예단 예물에 대해서. 간소하게 하기로 했는데 시댁에서 요구하시는 것이 생각보다 많아. 남자친구와 다시 얘기해 봐야겠어. 어쨌든 둘이 해결해야 하니.,Pro_05221,Pro_05221_00004,E10,S05_D02,False,auto-v2-missing-signal,False,,ANGRY,auto_v2,False
train-020253,train,중년,여성,"직장, 업무 스트레스",해당없음,슬픔,낙담한,TIRED,오늘도 회사에서 밤새야 할 것 같아. 너무 피곤해 잠이 와서 죽을 것 같아. 일을 차근하게 준비해서 처리하는 습관을 길러야겠어.,Pro_08959,Pro_08959_00007,E28,S10_D02,True,auto-v2-context-plus-fatigue,True,auto-keep-physical-fatigue-seed,SAD,auto_v2,True
train-016315,train,노년,여성,재정,만성질환 무,분노,분노,ANGRY,친구들 중에 나이 들었다고 피부에 돈을 쓰는 애들이 있는데 너무 멍청해 보여. 나는 내 친구들이 조금 더 의미 있는 곳에 돈을 썼으면 좋겠어. 자기 개발이나 사회 모금 등에 돈을 썼으면 좋겠어.,Pro_12421,Pro_12421_00013,E10,S13_D02,False,auto-v2-missing-signal,False,,ANGRY,auto_v2,False
train-049564,train,노년,여성,"건강,죽음",만성질환 무,분노,성가신,ANGRY,남편이 아파서 돌보는 중인데 너무 힘이 들어. 자식들이 도와주지도 않네. 놀러 가지도 못하고 남편만 돌보니깐 너무 우울해. 내가 사라지는 것 같아. 자식들을 불러서 하루만 돌봐 달라 그러고 나만의 시간을 가지면서 재충전해야겠어.,Pro_12190,Pro_12190_00019,E19,S11_D02,False,auto-v2-missing-signal,False,,ANGRY,auto_v2,False
train-029672,train,중년,여성,"직장, 업무 스트레스",해당없음,슬픔,눈물이 나는,TIRED,어제 회사에서 또 야근을 했어. 너무 힘들어. 너무 힘들어. 그래도 일을 해야 하니 어쩔 수 없지.,Pro_08958,Pro_08958_00010,E27,S10_D02,True,auto-v2-context-plus-fatigue,True,auto-keep-physical-fatigue-seed,SAD,auto_v2,True
train-010879,train,청년,여성,"연애,결혼,출산",해당없음,분노,좌절한,SAD,결혼 후에 살 집을 구하지 못했어. 집값이 너무 올라 도저히 감당할 수가 없어. 여기저기에 손을 벌려도 태부족이야. 절망감이 가득해.,Pro_05223,Pro_05223_00002,E12,S05_D02,False,auto-v2-missing-signal,False,,SAD,auto_v2,False
train-039985,train,노년,남성,재정,만성질환 무,상처,희생된,SAD,최저임금 받는 일자리에도 취업이 안 돼. 나름 한다고 하는데 자꾸 떨어지니 의욕도 없어지고 자꾸 비관적인 기분만 들어. 가만히 있는 것 보다 사람이라도 자꾸 만나면 정보를 구하는 데 도움이 될까?,Pro_10897,Pro_10897_00049,E46,S13_D02,False,auto-v2-missing-signal,False,,SAD,auto_v2,False
train-004548,train,중년,여성,"직장, 업무 스트레스",해당없음,기쁨,기쁨,HAPPY,몇 달씩 업무가 너무 과도했어. 하지만 팀원들과 고생했던 연구가 드디어 완성되었어. 어려웠던 연구였던 만큼 정말 성취감이 엄청났고 너무 기뻤어. 동료들에게도 고맙다고 말하고 싶어. 서로 협력해서 이룬 건데 이제 시간적 여유가 생겼으니 자세한 대화를 나누고 싶어. 회식을 한번 할 생각이야.,Pro_08991,Pro_08991_00005,E60,S10_D02,False,auto-v2-missing-signal,False,,HAPPY,auto_v2,False
train-000859,train,노년,여성,대인관계,만성질환 무,기쁨,신이 난,HAPPY,몇 년 동안 서양화를 배웠는데 이번에 좋은 평을 받았어. 그럼. 이제야 실력이 조금씩 그림에 나타나는 것 같아서 뿌듯해. 맞아. 앞으로도 계속 열심히 하고 싶어.,Pro_11399,Pro_11399_00009,E68,S04_D02,False,auto-v2-missing-signal,False,,HAPPY,auto_v2,False
train-009473,train,중년,남성,"대인관계(부부, 자녀)",해당없음,기쁨,기쁨,HAPPY,다음 주 딸아이랑 좋아하는 가수 콘서트에 가기로 했어. 사실 몇 달 동안 사이가 안 좋았는데 얼마 전에 다시 풀렸어. 응. 내가 요즘 비티에스 음악을 좋아하는데 딸아이랑 그 얘기 하다가 보니까 자연스럽게 가까워졌네.,Pro_07071,Pro_07071_00003,E60,S07_D02,False,auto-v2-missing-signal,False,,HAPPY,auto_v2,False
train-023812,train,중년,여성,"직장, 업무 스트레스",해당없음,분노,악의적인,ANGRY,박 과장이 나한테 모욕적인 말을 해서 나도 화가 나서 불만을 말했어. 맞아. 그런데 박 과장한테 나도 불만을 토로하니까 내일 회사에 가서 눈치가 보일 것 같아. 나는 모욕적인 언사에 대해서 정당하게 불만을 토로한 것이니 눈치 보지 말고 당당하게 있어야겠어.,Pro_08946,Pro_08946_00007,E15,S10_D02,False,auto-v2-missing-signal,False,,ANGRY,auto_v2,False
train-044693,train,중년,여성,건강,해당없음,상처,버려진,SAD,예상은 했지만 막상 내가 갱년기가 되니까 진짜 비참하다. 폭삭 늙어버린 것 같아. 피부도 처지고 얼굴도 못나진 것 같고 이젠 여자도 아니라는 생각도 들어서 힘들어. 좋다는 약도 먹고 운동도 다녀야겠지? 이렇게 우울해하다간 정말 망가져 버릴 것 같아.,Pro_08860,Pro_08860_00016,E49,S09_D02,False,auto-v2-missing-signal,False,,SAD,auto_v2,False
train-014405,train,청년,남성,대인관계,해당없음,기쁨,편안한,CALM,오늘 부모님께 좋은 식당에서 식사를 대접하기로 했어. 기대가 된다. 부모님 덕분에 드디어 원하던 곳으로 취업하게 되었거든. 부모님께서 나를 항상 믿고 응원해주셨기 때문이야.,Pro_03594,Pro_03594_00007,E63,S04_D02,False,auto-v2-missing-signal,False,,CALM,auto_v2,False
train-004038,train,중년,남성,건강,해당없음,기쁨,신뢰하는,CALM,나이를 먹을수록 몸이 예전 같지가 않아서 걱정이야. 그래서 요즘 일과를 마친 후에 집 근처 헬스장을 다니면서 건강을 유지하려고 노력하고 있어.,Pro_07313,Pro_07313_00002,E62,S09_D02,False,auto-v2-missing-signal,False,,CALM,auto_v2,False
train-016706,train,노년,남성,재정,만성질환 무,기쁨,신이 난,HAPPY,막내딸이 결혼을 하는데 돈을 보태줄 수 있어 너무 기뻐. 마침 적금도 만기가 되어 돈을 보태줄 수 있으니 마음이 너무 홀가분해. 부인에게 같이 수고했다고 술 한 잔 해야겠어.,Pro_10919,Pro_10919_00002,E68,S13_D02,False,auto-v2-missing-signal,False,,HAPPY,auto_v2,False
train-016928,train,노년,여성,"건강,죽음",만성질환 무,분노,노여워하는,ANGRY,남편도 자식도 모두 세상을 떠났는데 나만 살아있다니 왜 하늘이 빨리 데려가지 않는지 화가 나. 앞으로 얼마나 더 살아야 하늘나라에 가서 가족 친지를 만날지 모르겠어. 긴 수명도 성가시다고 느낄 날이 오는군. 노인복지회관에서 오는 사람에게 좀 자주 들러 달라고 해야겠어.,Pro_12189,Pro_12189_00014,E18,S11_D02,False,auto-v2-missing-signal,False,,ANGRY,auto_v2,False
train-048142,train,중년,여성,건강,해당없음,상처,고립된,SAD,자꾸 몸이 아파서 병원에 가보니까 유방암 말기라고 진단받아서 더 이상 삶에 희망이 없어. 항상 행복한 미래를 생각하면서 열심히 살아왔는데 갑자기 이러니까 매사에 비관적으로 대하게 돼. 사실 남은 시간을 슬프게만 보내고 싶지 않아. 내가 행복해하는 일을 하다가 마무리 짓고 싶어.,Pro_08854,Pro_08854_00029,E43,S09_D02,False,auto-v2-missing-signal,False,,SAD,auto_v2,False
train-033261,train,청년,여성,대인관계,해당없음,분노,악의적인,ANGRY,직장 상사분이 나를 미워하시는 것만 같아서 너무 힘들어. 나도 점점 직장 상사 분이 싫어지는 것만 같아. 내가 먼저 마음을 열고 직장 상사분께 친절하게 대해볼까 해.,Pro_05106,Pro_05106_00038,E15,S04_D02,False,auto-v2-missing-signal,False,,ANGRY,auto_v2,False
train-018204,train,노년,여성,재정,만성질환 유,기쁨,신이 난,HAPPY,참 우리 가족들은 별일도 아닌데 동네잔치까지 열고. 좀 부끄럽긴 해도 기분이 좋더라. 내가 얼마 전에 수술을 했는데 성공적으로 끝났다고 그렇게 해주더라고. 맞아. 당시에는 괜히 아닌 척 했지만 가족들에게 정말 고맙게 생각해.,Pro_12419,Pro_12419_00014,E68,S13_D01,False,auto-v2-missing-signal,False,,HAPPY,auto_v2,False
train-011149,train,중년,여성,"직장, 업무 스트레스",해당없음,상처,질투하는,ANGRY,회사 후배가 너무 일을 잘해서 질투가 나. 후배가 맘에 안 드는 건 아닌데 나보다 일을 더 잘하는 거 같아서 속상해.,Pro_08972,Pro_08972_00012,E41,S10_D02,False,auto-v2-missing-signal,False,,ANGRY,auto_v2,False
train-028486,train,노년,여성,대인관계,만성질환 유,기쁨,신뢰하는,CALM,내가 살면서 중요하게 생각하는 게 친구가 많아야 한다고 생각이 들어. 우선 믿음이 있어야 나의 얘기도 솔직하게 하며 서로 들어줄 수 있는 사이가 되려면 신뢰가 밑바탕이 되어있어야 한다고 생각이 들어. 학교 친구도 아닌 남편 친구 아내가 내 진정한 친구가 되어 서로 어려울 때 기도해 주는 사이가 되어 지금은 얼마나 든든한 관계가 되었는지 몰라.,Pro_11333,Pro_11333_00003,E62,S04_D01,False,auto-v2-missing-signal,False,,CALM,auto_v2,False
train-050009,train,청년,여성,대인관계,해당없음,당황,부끄러운,ANXIOUS,오랜 우울증 때문에 아무 일도 못 하고 있어서 가족에게 미안하고 죄책감이 들어. 난 사랑 받을 자격이 없는 사람이라는 생각 때문에 무기력해지기만 해. 정신과를 찾아가서 치료를 받아보려고 해.,Pro_05147,Pro_05147_00029,E56,S04_D02,False,auto-v2-missing-signal,False,,ANXIOUS,auto_v2,False
train-013176,train,청년,여성,"진로,취업,직장",해당없음,불안,취약한,TIRED,요즘 야근이 잦아져서 너무 힘들어. 내가 체력이 좀 안 좋거든. 몸을 너무 무리하게 써서 쓰러지지 않을까 걱정이 돼. 회사에 진단서를 가져가서 미리 얘기를 해두어야겠어.,Pro_05364,Pro_05364_00036,E33,S06_D02,True,auto-v2-context-plus-fatigue,True,auto-keep-physical-fatigue-seed,ANXIOUS,auto_v2,True
train-012623,train,청년,남성,"진로,취업,직장",해당없음,불안,스트레스 받는,TIRED,요즘 회사에서 자주 야근해서 하루하루가 고단해. 하루 종일 일만하고 집에 가서 잘 쉬지도 못하니까 힘들어. 일과 시간에 집중해서 퇴근시간에 맞춰 해야 할 일을 끝마쳐야겠어.,Pro_03803,Pro_03803_00019,E32,S06_D02,True,auto-v2-context-plus-fatigue,True,auto-keep-physical-fatigue-seed,ANXIOUS,auto_v2,True
train-027704,train,노년,남성,재정,만성질환 유,기쁨,안도,CALM,당뇨병이 심해져서 요즘 건강이 너무 걱정스러워. 응 합병증 때문에 힘들어. 그리고 다음엔 아플 일이 없도록 운동을 시작하려고 해.,Pro_10858,Pro_10858_00004,E67,S13_D01,False,auto-v2-missing-signal,False,,CALM,auto_v2,False
