sample_id,split,age_group,gender,situation_keyword,physical_disease,emotion_major,emotion_minor,service_label,text,persona_id,talk_id,emotion_code,situation_code,manual_relabel_reason
train-030601,train,청소년,남성,학업 및 진로,해당없음,상처,"가난한, 불우한",SAD,공부를 잘하면 뭐해! 대학도 못가는데. 엄마가 대학 등록금이 너무 비싸서 형편이 너무 안좋아 취직하래.,Pro_00216,Pro_00216_00004,E45,S02_D02,
train-017995,train,청년,남성,"진로,취업,직장",해당없음,슬픔,염세적인,SAD,매일 똑같은 일상과 똑같은 일을 반복하다 보니 미칠 것 같아. 무언가 다른 자극이 없을지 찾고 있어. 똑같은 일상에서 벗어나기 위해 간단한 운동을 시작해야겠어.,Pro_03797,Pro_03797_00016,E26,S06_D02,
train-010517,train,청년,여성,"진로,취업,직장",해당없음,불안,초조한,ANXIOUS,곧 대학 졸업인데 진로를 정하지 못해 초조해. 맞아. 친구들이 하나씩 취업을 하니 조바심이 많이 드는 것 같네.,Pro_05370,Pro_05370_00002,E39,S06_D02,
train-039656,train,노년,여성,재정,만성질환 유,분노,악의적인,ANGRY,예전에 심한 병을 앓고 장애등급 판정을 받았어. 그때는 장애 등급을 받아서 각종 혜택도 있고 위안했는데 결국 늙어서 직장에서 제일 먼저 잘리고 말았네. 남편도 먼저 가고 직장도 없고. 이제 그냥 살고 싶지도 않아.,Pro_12366,Pro_12366_00021,E15,S13_D01,
train-034417,train,청년,여성,"진로,취업,직장",해당없음,불안,불안,ANXIOUS,마감 시간 내에 일을 다 끝내지 못할 것 같아서 불안해. 마감 시간 내에 일을 못 마치면 실행점수가 낮아지거든. 옆에 동료에게 일단 도움을 청하고 나중에 신세를 갚아야 할 것 같아.,Pro_05361,Pro_05361_00021,E30,S06_D02,
train-025105,train,노년,여성,"건강,죽음",만성질환 유,당황,당황,ANXIOUS,노인정 행사에 갔다가 허리를 삐끗해서 구급차를 부르게 되어 당황스러웠어. 다른 사람들도 당황해서 행사 분위기가 흐트러졌을 거야. 일단 내 몸이 먼저 나아야 분위기를 바꿀 힘이 될 거 같아.,Pro_12161,Pro_12161_00008,E50,S11_D01,
train-016913,train,중년,여성,"대인관계(부부, 자녀)",해당없음,분노,노여워하는,ANGRY,딸은 취업할 생각이 없어 보여. 남편과 내가 딸아이의 생활을 앞으로도 책임져야 할지도 모르겠어. 돈을 벌어본 적도 없는 딸아이가 우리의 미래는 전혀 고려해 주지 않아서 화가 나. 방을 얻어주고 내쫓아야겠어. 자기 앞가림은 하게 해야지.,Pro_08589,Pro_08589_00008,E18,S07_D02,
train-035283,train,중년,남성,"재정,은퇴,노후준비",해당없음,기쁨,만족스러운,HAPPY,은행 저축 만기가 이제 일 년 남았는데 너무 기뻐. 저축 만기 된 돈으로 어디 여행을 갈까? 음 바다로 여행 가야겠어.,Pro_07195,Pro_07195_00027,E64,S08_D02,
train-018135,train,중년,여성,건강,해당없음,슬픔,비통한,SAD,우리 어머니가 돌아가셨는데 나는 자리를 지키지도 못했어. 응. 엄마의 마지막을 보지 못한 게 너무 후회되고 죄송해. 어머니의 무덤을 찾아가 가장 예쁜 꽃을 놔드리고 용서를 빌래.,Pro_08833,Pro_08833_00024,E22,S09_D02,
train-043978,train,노년,여성,재정,만성질환 유,분노,짜증내는,ANGRY,치매 판정을 받아 일터에서 해고돼서 그저 가난한 늙은이가 됐어. 이런 내가 싫어. 이렇게 되지 않도록 열심히 살았는데 결국 모든 걸 잃었어. 이런 내가 지긋지긋해. 치매에 걸려서 모든 걸 잃었는데 이런 노인네한테 무슨 방법이 있을까. 방법은 없어.,Pro_12364,Pro_12364_00029,E13,S13_D01,
train-009579,train,중년,남성,건강,해당없음,기쁨,안도,CALM,다행히도 아직 크게 아픈 적이 없었네. 건강을 지키려며 지금부터라도 운동을 시작해야겠지? 걷기 운동이 무난하지 않을까? 산책 같은.,Pro_07318,Pro_07318_00007,E67,S09_D02,
train-008887,train,청년,남성,"연애,결혼,출산",해당없음,불안,스트레스 받는,ANXIOUS,결혼을 준비 중인데 너무 스트레스받아. 배우자와 의견 조율할 일이 한두 개가 아니고 하나부터 열까지 전부 신경 써야 해서 스트레스받아. 응 정말 결혼 한 번 하기 이렇게 힘든 줄 몰랐어.,Pro_03683,Pro_03683_00004,E32,S05_D02,
train-012353,train,청년,여성,"연애,결혼,출산",해당없음,기쁨,신뢰하는,CALM,출산 도우미 아주머니가 너무 마음에 들어! 응! 아기도 너무 잘 봐주시고 일도 너무 척척 잘하시니깐 믿음이 가더라고. 그래서 이번에 선물을 하나 드리려고!,Pro_05273,Pro_05273_00026,E62,S05_D02,
train-011612,train,중년,여성,건강,해당없음,기쁨,신뢰하는,CALM,요즘 코로나 때문에 다들 걱정하고 있지만 난 걱정이 안 되네. 항상 규칙적으로 생활하고 방역수칙 잘 지키고 무엇보다 난 신앙생활을 해서 그런 것 같아.,Pro_08873,Pro_08873_00014,E62,S09_D02,
train-015904,train,노년,여성,재정,만성질환 무,슬픔,염세적인,SAD,노인을 위한 일자리는 턱없이 부족해. 늙고 병든 노인을 누가 쓰고 싶어 하겠어. 나는 아무 쓸모가 없는 사람인 건가. 자식들이랑 만나서 얘기를 좀 해볼까 봐. 젊으니까 나보다는 생각이 있겠지.,Pro_12437,Pro_12437_00002,E26,S13_D02,
train-003005,train,중년,남성,"재정,은퇴,노후준비",해당없음,불안,걱정스러운,ANXIOUS,어제 주가지수가 폭락해서 어찌할 바를 모르겠네. 주식에 거의 전 재산을 투자했어. 노후가 걱정이네. 다른 재산은 미미한 수준이야. 앞으로 어떻게 해야 할지 당황스럽네.,Pro_07168,Pro_07168_00023,E37,S08_D02,
train-035435,train,청소년,여성,가족관계,해당없음,분노,악의적인,ANGRY,이제 더이상 못견디겠어. 오빠가 계속 내방에 몰래 들어와서 돈을 훔쳐가는 것 같은데 엄마한테 다 말할거야. 그리고 나도 똑같이 오빠방 들어가서 오빠가 좋아하는 피규어 가져다가 친구한테 팔아버릴거야. 아마 울고 불고 난리를 피우겠지. 가장 좋아하는 피규어를 잃고 나면 자기가 한 짓을 반성하지 않겠어? 응. 역지사지라고 자기도 당해 봐야 해.,Pro_01626,Pro_01626_00024,E15,S01_D02,
train-019827,train,청년,남성,"진로,취업,직장",해당없음,분노,악의적인,ANGRY,이번에 들어온 신입 중에 나를 무시하는 애가 있거든? 걔한테 일을 일부러 틀리게 알려줬어. 맞아. 매번 내려다보면서 나를 깔보는 눈빛이 너무 마음에 안 들어. 걔를 골탕 먹이려고 일을 잘못 알려줬어.,Pro_03786,Pro_03786_00020,E15,S06_D02,
train-026672,train,청년,남성,"진로,취업,직장",해당없음,분노,성가신,ANGRY,직장에 새로운 신입사원이 입사를 했는데 알려줄게 너무 많아. 업무로 바쁜데 알려줬던 내용도 다시 물어보니까 화도 나고.,Pro_03790,Pro_03790_00029,E19,S06_D02,
train-046178,train,청소년,남성,가족관계,해당없음,당황,혼란스러운,ANXIOUS,부모님께서 교육에 너무 신경 쓰셔서 홧김에 대들었는데 너무 후회돼. 이 무거운 마음을 어떻게 해야 할지 모르겠어. 내가 잘못한 거니까 내가 먼저 사과드려야겠어.,Pro_00110,Pro_00110_00018,E59,S01_D02,
train-035995,train,청소년,여성,학업 및 진로,해당없음,슬픔,환멸을 느끼는,ANGRY,중학교때부터 대학교 진학을 위해 준비하는게 옳은 걸까? 사는게 매우 환멸이 나. 난 더 놀고싶고 하고싶은게 많은데 맨날 자리에 앉아서 공부하고 내신 준비 해야해.,Pro_01760,Pro_01760_00024,E29,S02_D02,
train-002134,train,청년,여성,대인관계,해당없음,당황,열등감,SAD,통장 입금 내용 또 비교당했네. 나만 돈 못 버나? 많이 낸다고 낸 건데 다른 사람들보다 부족한 것 같아서 열등감이 들어. 돈 말고 나만의 강점을 찾으려고 노력해야지.,Pro_05145,Pro_05145_00043,E54,S04_D02,
train-015448,train,중년,남성,"재정,은퇴,노후준비",해당없음,분노,짜증내는,ANGRY,노후 준비를 할 돈이 없다는 게 이해가 안가. 너무 짜증이 난다. 맞아. 게다가 무엇보다 중요한 노후 준비 자금인데. 전문가에게 상담을 받아볼까?,Pro_07144,Pro_07144_00005,E13,S08_D02,
train-020310,train,청소년,남성,가족관계,해당없음,기쁨,신뢰하는,CALM,목적지를 정하지 않고 놀러 가면 아빠는 내 뒤를 따라오며 내가 가는 곳이니 믿는다고 하셔서 기뻤어. 내가 어렸을 때 자신감도 없고 소극적이었거든. 그래서 아빠가 그런 말을 해주면 행복했어. 맞아. 지금은 자신감이 생겨서 학교에서 발표할 때 제일 먼저 손을 들곤 해.,Pro_00113,Pro_00113_00005,E62,S01_D02,
train-037228,train,청소년,여성,학교폭력/따돌림,해당없음,당황,부끄러운,ANXIOUS,나는 학교 친구를 따돌림 시킨 게 챙피해. 응. 따돌림 시킨 친구에게 부끄러워. 먼저 피해자 친구에게 사죄 해야지.,Pro_01907,Pro_01907_00007,E56,S03_D02,
train-035955,train,청소년,여성,학교폭력/따돌림,해당없음,분노,성가신,ANGRY,친구들이랑 다투는걸 선생님이 보고 내가 왕따 당하고 있다고 오해했어. 자꾸 상담실로 오래. 상담이 불필요하다 했는데 자꾸 선생님한테 진솔하게 말해보래. 친구들이랑 함께 가서 선생님께 얘기 드려야겠어.,Pro_01870,Pro_01870_00020,E19,S03_D02,
train-014257,train,노년,여성,재정,만성질환 무,기쁨,기쁨,HAPPY,내 놓은 집이 원하는 가격에 잘 팔려서 기쁘네. 집을 판 돈으로 전원주택으로 이사하려고. 지금 집을 보러 다니기로 했는데 너무 기대돼.,Pro_12471,Pro_12471_00001,E60,S13_D02,
train-031896,train,청소년,여성,학교폭력/따돌림,해당없음,당황,한심한,ANGRY,동생은 학교에서 따돌림을 당하면서도 부모님께는 상담하려고 하지 않아. 그래서 너무 한심해. 힘들면 도움을 요청해야 하는데 혼자 끙끙대기만 하니까 보는 나도 힘들어. 내가 할 수 있는 건 아무 것도 없는 것 같아서 절망감 들어.,Pro_01909,Pro_01909_00009,E58,S03_D02,
train-011111,train,청년,여성,"연애,결혼,출산",해당없음,기쁨,느긋,HAPPY,주변의 친구들도 이제 다들 결혼하네. 글쎄. 별생각 없어. 나도 때가 되면 누군가와 결혼하겠지. 하고 싶긴 하지만 급하게 서두를 필요는 없다고 생각해.,Pro_05277,Pro_05277_00050,E66,S05_D02,
train-026320,train,청년,여성,대인관계,해당없음,상처,억울한,ANGRY,손님이 분명 따뜻한 음료를 시켰으면서 자기는 아이스를 시켰다고 화를 냈어. 너무 억울했어. 그래서 이제 주문받을 때 컵에 따뜻 혹은 아이스를 적어서 주문받기로 했어.,Pro_05138,Pro_05138_00031,E47,S04_D02,
train-017599,train,중년,남성,"재정,은퇴,노후준비",해당없음,기쁨,안도,CALM,자격증이란 게 꽤 매력적이고 재미가 있네. 은퇴하고 할 직업 좀 찾아보다가 그랬지. 자격증이 있으니 마음이 좀 놓이면서 기쁘기도 하네. 이걸로 취직도 할 수 있을 테고. 안심이야.,Pro_07198,Pro_07198_00012,E67,S08_D02,
train-042210,train,청년,여성,대인관계,해당없음,슬픔,환멸을 느끼는,ANGRY,겨우 다리 장애를 가지고 취업에 성공했는데 장애인이라는 이유로 차별을 당해서 너무 슬퍼. 나도 같은 사람인데 어떻게 저리 무시하는지. 동등한 사회는 장애인은 포함하지 않나 보네. 그때는 가만히 있었지 지금은 나도 그들과 똑같은 사람이라고 함부로 보지 말라고 얘기할 거야.,Pro_05120,Pro_05120_00004,E29,S04_D02,
train-026992,train,노년,남성,"건강,죽음",만성질환 무,기쁨,자신하는,HAPPY,우리 아내는 나보다 꼭 더 오래 살게 만들어 주고 싶어. 나한테 시집오느라 고생이 많았지 뭐. 그렇게 좋은 사람은 아니야.,Pro_10680,Pro_10680_00007,E69,S11_D02,
train-015264,train,중년,여성,"재정,은퇴,노후준비",해당없음,분노,노여워하는,ANGRY,남편이 대출금을 자꾸 연체하는데 월급을 어떻게 관리하는지 걱정되고 화가 나. 이자도 자꾸 불어나서 다 갚기에 부담이 커지고 있어. 남편에게 계좌 내역을 보여 달라고 하고 진지하게 대화해볼 예정이야.,Pro_08709,Pro_08709_00006,E18,S08_D02,
train-042323,train,청년,여성,대인관계,해당없음,불안,스트레스 받는,ANXIOUS,꿈을 포기하고 무난한 직장에 막연히 좋은 사람 만나 결혼하면 되겠다고 살아온 게 후회돼. 그렇게 살아왔더니 노력해야 할 인생의 목표도 무언가에 대한 흥미도 없어져 버렸어. 살아가긴 했지만 무언가 중요한 게 빠진 느낌이야. 이대로 살아도 괜찮은 걸까?,Pro_05123,Pro_05123_00015,E32,S04_D02,
train-031285,train,중년,여성,건강,해당없음,기쁨,신이 난,HAPPY,요새 헬스장을 꾸준히 다녔더니 체력이 증진된 것 같아 대학생 시절로 돌아간 것 같아서 너무 신이나. 맞아. 역시 꾸준히 운동을 한 보람이 있는 것 같아.,Pro_08879,Pro_08879_00009,E68,S09_D02,
train-000507,train,중년,여성,"재정,은퇴,노후준비",해당없음,분노,성가신,ANGRY,은퇴해도 쉴 수 있는 게 아니네. 주변 이것저것 정리할 일이 참 많아서 귀찮고 짜증 나네. 뭐부터 해야 할지 감도 안 오는데. 먼저 업무 인계서부터 천천히 작성해야지.,Pro_08710,Pro_08710_00019,E19,S08_D02,
train-037928,train,노년,여성,대인관계,만성질환 무,슬픔,비통한,SAD,나는 불행한 사람인 것 같아. 나에게 찾아오는 사람은 사회복지사 뿐이야. 너무 외로워. 모르겠어. 요즘 어떤 사람이 같이 교회 가자는데 가볼까?,Pro_11353,Pro_11353_00003,E22,S04_D02,
train-015784,train,중년,여성,"대인관계(부부, 자녀)",해당없음,기쁨,흥분,HAPPY,임원으로 승진한 남편 덕분에 지금보다 더 큰 집으로 이사 가게 되어서 너무 행복해. 승진한 건 좋은 일인데 이번 승진은 지난 번 때보다 그렇게 기쁘지만은 않아. 임원이 되면 아무래도 일이 더 바빠져서 몸이 상할까봐 걱정스러워서 보약을 지어야겠어.,Pro_08636,Pro_08636_00020,E65,S07_D02,
train-030780,train,노년,남성,재정,만성질환 유,기쁨,안도,CALM,이제야 안도가 돼. 재정이 안정화되었어.,Pro_10858,Pro_10858_00010,E67,S13_D01,
train-042229,train,중년,남성,"대인관계(부부, 자녀)",해당없음,슬픔,슬픔,SAD,부모님과 자식들을 부양하는데 너무 힘들고 지쳐. 아내도 힘들어하고 나도 개인 시간이 없어. 집이 감옥 같아. 일주일에 하루 정도는 나만의 시간을 가져야겠어. 가족과 상의해봐야지.,Pro_07031,Pro_07031_00013,E20,S07_D02,
train-012514,train,청년,남성,"진로,취업,직장",해당없음,기쁨,만족스러운,HAPPY,내가 지원한 회사가 정말 마음에 들어. 급여랑 복지 시스템이 좋고 내가 성장하는 데도 큰 도움이 될 것 같아. 자소서를 잘 쓰고 이 회사에 맞게 면접준비를 해야겠어.,Pro_03835,Pro_03835_00007,E64,S06_D02,
train-022427,train,청년,여성,"연애,결혼,출산",해당없음,불안,걱정스러운,ANXIOUS,나와 헤어진 남자 친구가 일 년이 지난 아직도 힘들어해서 걱정스러워. 원래 의지가 강한 사람이 아닌데 죽기라도 할까 봐 걱정이야. 우선 그 사람 친구들에게 전 남자 친구의 상태를 말해야겠어.,Pro_05248,Pro_05248_00018,E37,S05_D02,
train-016508,train,노년,남성,재정,만성질환 유,슬픔,실망한,SAD,일자리를 구해서 기뻐하는 기분을 느끼기도 전에 벌써 그만 두라고 해서 슬퍼. 얼마 되지도 않았는데 벌써 그만 두라는 소리를 들으니 내가 정말 못나 보이네. 친구들을 만나서 얘기를 하면서 속상한 마음을 달래야겠어.,Pro_10812,Pro_10812_00006,E21,S13_D01,
train-007241,train,청년,여성,"진로,취업,직장",해당없음,분노,좌절한,SAD,이 세상은 참 불공평해. 취업에 필요한 스펙을 쌓아야 하는데 인턴이나 유학은 공평하게 찾아오는 기회가 아닌 것 같아.,Pro_05343,Pro_05343_00034,E12,S06_D02,
train-040419,train,노년,여성,"건강,죽음",만성질환 무,당황,외로운,SAD,큰 병이 나서 누워 지낼까 봐 두려워. 아직 큰 병은 없지만 나이가 있으니까 걱정돼. 일단 큰 병은 암이나 치매 심각한 병이 걱정되지.,Pro_12224,Pro_12224_00037,E53,S11_D02,
train-012239,train,청년,여성,"연애,결혼,출산",해당없음,슬픔,환멸을 느끼는,ANGRY,결혼생활이 지긋지긋해. 환멸이나. 시댁은 내가 자기네들 종인 줄 아나 봐. 이러려고 결혼한 게 아닌데.,Pro_05240,Pro_05240_00002,E29,S05_D02,
train-005062,train,청소년,여성,학교폭력/따돌림,해당없음,분노,구역질 나는,ANGRY,하루하루 너무 힘이 들어. 학교에서 나를 괴롭히는 친구들이 있어. 드라마나 영화를 보면서 풀어. 그러면 현실을 잠시 잊을 수 있거든.,Pro_01868,Pro_01868_00021,E17,S03_D02,
train-020038,train,청소년,여성,가족관계,해당없음,기쁨,감사하는,HAPPY,신문을 보니 다른 집은 많이 다투나본데 우리 집은 사이좋고 화목해서 참 좋아. 응. 부모님께서 항상 나를 이해하려고 노력해주셔서 감사해. 부모님만큼 나는 노력하지는 않은 것 같아. 이제 부모님을 잘 이해하려 노력해야겠어.,Pro_01672,Pro_01672_00006,E61,S01_D02,
train-030454,train,청소년,여성,학교폭력/따돌림,해당없음,분노,툴툴대는,ANGRY,아니 정말 짜증나 죽겠어. 애들이 맨날 나만 키 작다고 놀리잖아. 걔들은 장난으로 그러는 건지 모르겠지만 나한테는 정말 상처라고.,Pro_01862,Pro_01862_00019,E11,S03_D02,
train-020260,train,청년,여성,대인관계,해당없음,기쁨,신뢰하는,CALM,나는 임원활동을 열심히 해서 학과에서 점점 인정받고 있어. 맞아. 그래서 앞으로도 더 잘해나가고 싶어. 학과 친구들이 뭘 원하는지 자주 물어봐야 할 것 같아.,Pro_05153,Pro_05153_00007,E62,S04_D02,
train-008242,train,청년,여성,"연애,결혼,출산",해당없음,상처,억울한,ANGRY,오늘 미팅에 나갔었는데 너무 우울해. 그 사람들이 나 같은 여자는 그냥 빨리 결혼해서 집에서 밥하는 게 좋다더라. 붙잡고 욕이라도 해줄걸. 너무 후회된다.,Pro_05258,Pro_05258_00034,E47,S05_D02,
train-004405,train,청년,여성,"진로,취업,직장",해당없음,상처,괴로워하는,SAD,우리 회사에 내가 정말 싫어하는 상사가 한 명 있어. 본인만 생각하고 부서원들을 절대 챙기지 않아. 그 사람을 출근하면 맨날 봐야 해서 괴로워.,Pro_05379,Pro_05379_00027,E48,S06_D02,
train-002970,train,중년,여성,"대인관계(부부, 자녀)",해당없음,기쁨,신뢰하는,CALM,나는 은퇴를 하더라도 마음이 맞는 남편이 있으니 걱정이 없어. 남편과 나는 취미도 같고 대화도 잘 되는 편이라 서로 신뢰하는 부분이 많은 것 같아. 그래서 든든하지. 서로 의지가 되니 은퇴 후에도 행복할 거 같아.,Pro_08633,Pro_08633_00007,E62,S07_D02,
train-023629,train,중년,여성,건강,해당없음,슬픔,슬픔,SAD,건강이 악화되어 오랫동안 근무한 회사를 퇴직해야 해. 건강 때문에 회사를 퇴직해야 한다니 너무 슬퍼. 건강을 챙기는데 집중해야겠어.,Pro_08831,Pro_08831_00002,E20,S09_D02,
train-007742,train,중년,여성,건강,해당없음,당황,한심한,ANGRY,아픈데도 일을 하러 가야 하니 참 힘들기도 하고 내가 한심한 생각이 드네. 아픈 것을 알면서 바쁘다는 핑계로 한 번도 건강을 챙긴 적이 없는 것 같아.,Pro_08869,Pro_08869_00011,E58,S09_D02,
train-011326,train,청년,여성,"연애,결혼,출산",해당없음,분노,성가신,ANGRY,엄마가 나의 출산에 너무 관심 가지시고 일일이 참견하셔서 성가셔. 자꾸 이상한 음식을 가져와서 먹으라고 하시고 구역질이 나는데도 계속 먹으라고 하셔.,Pro_05230,Pro_05230_00030,E19,S05_D02,
train-034338,train,청년,남성,대인관계,해당없음,슬픔,실망한,SAD,오늘 회사 입사 첫날이었는데 말을 한마디도 못 했어. 아무도 말을 걸어주지 않았거든. 어제부터 설레서 잠도 못 잤는데 투명 인간이 된 것 같아 서글펐어. 내일은 용기를 내서 사수님에게 먼저 말을 걸어보려고 해.,Pro_03552,Pro_03552_00039,E21,S04_D02,
train-037000,train,중년,남성,"대인관계(부부, 자녀)",해당없음,당황,혼란스러운,ANXIOUS,아들이 여자친구를 소개하는데 아이를 가져다는 말에 굉장히 당황했어. 싫은건 아닌데 느낌이 이상해서. 어떻게 해야 할지 고민중이야.,Pro_07070,Pro_07070_00011,E59,S07_D02,
train-019563,train,청소년,여성,학교폭력/따돌림,해당없음,상처,괴로워하는,SAD,점심시간에 친구들이 나만 두고 급식을 먹으러 갔어. 점심을 혼자 먹어서 외로웠어. 급식실에서 다들 나만 바라보는 것 같아서 너무 상처받았어. 내일도 혼자 있어야 할까 봐 괴로워. 좋아하는 가수의 음악을 들으며 기분 전환을 해야겠어.,Pro_01899,Pro_01899_00020,E48,S03_D02,
train-012267,train,청년,여성,대인관계,해당없음,불안,혼란스러운,ANXIOUS,친구가 그렇게 행동하는 의도를 모르겠어. 겉으론 웃고 있는데 속으론 다른 생각을 품고 있는 것 같아. 응. 도대체 뭔 생각을 하는 애인지 모르겠네! 도통.,Pro_05125,Pro_05125_00050,E34,S04_D02,
train-009714,train,중년,여성,"직장, 업무 스트레스",해당없음,기쁨,신뢰하는,CALM,나는 내가 하는 일에 보람을 느껴. 우리 팀이 정말 단합도 잘되고 성과도 좋거든.,Pro_08993,Pro_08993_00003,E62,S10_D02,
train-034568,train,노년,여성,재정,만성질환 무,기쁨,신뢰하는,CALM,최 영감은 나에게 빌린 돈을 꼭 갚을 사람이라고 믿어. 한 번도 말을 허투루 하는 사람이 아닌 데다가 여러 번 잘 갚아왔거든. 오래 알고 지냈는데 이제는 돈 관계 말고 인간적으로 관계를 더 쌓아야겠어.,Pro_12473,Pro_12473_00020,E62,S13_D02,
train-012434,train,청년,남성,"연애,결혼,출산",해당없음,분노,구역질 나는,ANGRY,내 여자친구가 바람을 피우고 그 남자와 다음 달에 결혼을 한다고 해서 어이가 없네. 그런 여자하고 삼 년 동안 사귀었다는 게 수치다. 다음 주에 지인분께서 소개팅해준다고 해서 나가보려고.,Pro_03668,Pro_03668_00004,E17,S05_D02,
train-007631,train,청년,여성,"연애,결혼,출산",해당없음,당황,한심한,ANGRY,한심한 짓을 해서 결국 파혼당했어. 내가 바보같이 보증 서서 결혼 자금을 날렸거든.,Pro_05269,Pro_05269_00056,E58,S05_D02,
train-021403,train,청소년,여성,가족관계,해당없음,분노,악의적인,ANGRY,아빠가 맨날 술 먹고 늦게 들어와서 화가 나서 아빠 지갑에 있는 돈을 다 가져와버렸어. 돈이 없으면 술을 먹지 않고 집에 빨리 들어올 것 같았어. 아빠와 함께 시간을 보내고 싶어. 아빠와 일주일에 한 번씩 외식을 하자고 말해야겠어.,Pro_01626,Pro_01626_00013,E15,S01_D02,
train-043547,train,청소년,남성,학교폭력/따돌림,해당없음,분노,악의적인,ANGRY,나는 왜 아픈 걸까? 친구들 사이에서 눈치 보는 게 너무 괴로워. 항상 친구들 사이에서 눈치를 보는 내 자신이 한심해서 죽고 싶어. 아파도 할 수 있다는 걸 나 스스로 느끼면 좋겠지.,Pro_00306,Pro_00306_00005,E15,S03_D02,
train-034446,train,중년,여성,"대인관계(부부, 자녀)",해당없음,기쁨,안도,CALM,딸이 교통사고로 병원에 있다고 해서 달려갔는데 다행이 큰 사고가 아니어서 안도했어. 그러게 처음에는 너무 놀랐는데 타박상 정도만 입어서 다행이야. 큰 사고는 아니어도 많이 놀랐을 테니 푹 쉬게 해주고 싶어.,Pro_08638,Pro_08638_00010,E67,S07_D02,
train-033154,train,청년,여성,대인관계,해당없음,분노,짜증내는,ANGRY,나 지금 너무 짜증 나. 남자친구의 친구들이 나한테 너무 짓궂게 구는 거야. 그래서 짜증 났어.,Pro_05104,Pro_05104_00007,E13,S04_D02,
train-007274,train,청년,여성,대인관계,해당없음,상처,배신당한,SAD,나 친구한테 너무 실망감이 크고 배신감이 들어. 정말 속상해 죽겠어. 내가 억울하게 누명을 쓴 일이 있었는데 친구가 나에게 누명을 씌운 사람 편을 들어줬어.,Pro_05133,Pro_05133_00003,E42,S04_D02,
