sample_id,split,age_group,gender,situation_keyword,physical_disease,emotion_major,emotion_minor,service_label,text,persona_id,talk_id,emotion_code,situation_code,tired_seed_candidate,tired_seed_candidate_reason,tired_seed_manual_keep,tired_seed_manual_note,service_label_original,tired_seed_version
train-002677,train,중년,여성,"직장, 업무 스트레스",해당없음,기쁨,편안한,TIRED,오늘 정말 많이 바쁜 하루였어. 피곤하고 졸려. 바빴지만 막힘없이 술술 흘러가서 스트레스는 없어. 내일부턴 조금 쉬엄쉬엄해도 될 것 같아. 그래서 내일부터는 조금씩 휴식 시간을 가지려고.,Pro_08994,Pro_08994_00005,E63,S10_D02,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,CALM,physical_fatigue_seed_v1
train-003840,train,중년,여성,"직장, 업무 스트레스",해당없음,불안,스트레스 받는,TIRED,매일 야근이라 너무 피곤해. 일이 많으니 마음대로 퇴근도 못 해. 건강을 신경 쓸 틈이 없네.,Pro_08963,Pro_08963_00017,E32,S10_D02,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,ANXIOUS,physical_fatigue_seed_v1
train-004556,train,중년,여성,"직장, 업무 스트레스",해당없음,상처,괴로워하는,TIRED,오늘 세 시간 정도 야근해야겠네. 벌써 삼 일째 야근인데 체력이 바닥난 거 같고 괴롭다. 평소에도 비염이 있어서 코가 좋지 않거든. 근데 잇따른 야근에 체력이 떨어지니 감기 증세도 함께 오고 있어.,Pro_08979,Pro_08979_00011,E48,S10_D02,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,SAD,physical_fatigue_seed_v1
train-005405,train,중년,남성,건강,해당없음,불안,당혹스러운,TIRED,며칠 동안 연달아서 야근하고 그랬더니 너무 피곤해. 며칠 야근했다고 오늘은 코피가 나고 현기증에 쓰러질 뻔하기까지 했어. 정말 황당하고 당혹스러웠어.,Pro_07286,Pro_07286_00009,E35,S09_D02,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,ANXIOUS,physical_fatigue_seed_v1
train-005565,train,중년,남성,건강,해당없음,슬픔,눈물이 나는,TIRED,요즘 아침마다 몸이 붓고 조금만 움직여도 피곤해서 힘들어. 여기저기 아프지 않은 곳도 없고. 간이랑 신장이 좋지 않고 혈압도 상당히 높대. 평소에 술 담배 많이 한 게 너무 후회돼.,Pro_07278,Pro_07278_00022,E27,S09_D02,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,SAD,physical_fatigue_seed_v1
train-005697,train,중년,여성,건강,해당없음,상처,괴로워하는,TIRED,불면증으로 힘들어. 잠을 잘 수 없어 너무 괴로워. 온종일 어지러운 상태야. 한시간이라도 푹 잤으면 좋겠어.,Pro_08859,Pro_08859_00010,E48,S09_D02,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,SAD,physical_fatigue_seed_v1
train-006048,train,청년,남성,"진로,취업,직장",해당없음,불안,조심스러운,TIRED,힘들게 취업하였는데 업무가 많다 보니 야근을 자주 하게 되어 몸과 마음이 너무 힘들어. 신입사원이다 보니 투정으로 비칠까 봐 먼저 이야기를 꺼내기가 조심스러워. 난 힘든데 같이 입사한 동기는 힘든 내색을 안 해서 더 조심스러워져.,Pro_03809,Pro_03809_00037,E38,S06_D02,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,ANXIOUS,physical_fatigue_seed_v1
train-006132,train,중년,남성,건강,해당없음,당황,혼란스러운,TIRED,갑자기 체력이 떨어져 혼란스러워. 가끔 실신할 것처럼 숨이 안 쉬어지고 하늘이 노래져. 병원에서는 별 이상이 없다고 하는데 왜 그러는지 알 수 없어서 더 혼란스러워.,Pro_07310,Pro_07310_00002,E59,S09_D02,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,ANXIOUS,physical_fatigue_seed_v1
train-006512,train,중년,남성,건강,해당없음,당황,열등감,TIRED,아직 팔팔해야 할 나이인데 다른 친구들에 비해 기력이 떨어지는 것 같아. 친구들과 등산 가보면 이제 힘이 들어. 친구들 따라 산 오르다 보면 나만 뒤처지네. 등산을 꽤 다녔지만 점점 체력이 떨어져. 다른 친구들은 아직 팔팔한데.,Pro_07305,Pro_07305_00003,E54,S09_D02,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,SAD,physical_fatigue_seed_v1
train-007087,train,중년,여성,건강,해당없음,불안,회의적인,TIRED,건강하게 나이 드는 게 생각보다 쉬운 일이 아닌 것 같아. 아프지는 않은데 기력이 없고 피로가 쉽게 와. 나이 드는 게 느껴져 좀 울적해. 응. 이렇다 할 문제는 없다고 해.,Pro_08847,Pro_08847_00006,E36,S09_D02,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,ANXIOUS,physical_fatigue_seed_v1
train-007333,train,청년,여성,"진로,취업,직장",해당없음,슬픔,슬픔,TIRED,일이 너무 많아서 힘들어. 야근이 없다면 에너지가 충전될 텐데. 너무 힘들 땐 동료에게 야근을 대신해달라고 부탁해볼래.,Pro_05351,Pro_05351_00031,E20,S06_D02,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,SAD,physical_fatigue_seed_v1
train-007361,train,청년,여성,"연애,결혼,출산",해당없음,분노,짜증내는,TIRED,나 임신했는데 지하철에서 사람들이 임산부 자리를 양보하지 않아. 출퇴근 시간에 사람이 많은데 서서 가야 할 때 너무 힘들어.,Pro_05224,Pro_05224_00009,E13,S05_D02,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,ANGRY,physical_fatigue_seed_v1
train-007949,train,중년,여성,"직장, 업무 스트레스",해당없음,슬픔,낙담한,TIRED,매일매일 야근을 하는데도 일은 줄지 않고 부장님은 빨리 안 한다고 채근하시고 너무 스트레스가 많아서 힘들어. 그래선지 요즘 머리카락이 부쩍 빠진 것 같아. 얼마나 상심이 되던지.,Pro_08959,Pro_08959_00004,E28,S10_D02,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,SAD,physical_fatigue_seed_v1
train-008621,train,청년,여성,"진로,취업,직장",해당없음,슬픔,우울한,TIRED,야근 때문에 쉬지도 못하고 피곤하고 너무 힘들어. 상사는 빨리하라고 닦달하는 바람에 스트레스 풀 시간도 없다고. 정말 우울해. 모르겠어! 해결할 방법이 있으면 이러고 있지도 않지.,Pro_05355,Pro_05355_00019,E24,S06_D02,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,SAD,physical_fatigue_seed_v1
train-009080,train,청년,남성,"진로,취업,직장",해당없음,상처,희생된,TIRED,우리 팀이 전체 실적 일등을 달성해서 너무 기쁘지만 한편으로는 좀 우울해. 나만 팀에 희생하는 것 같아서 좀 우울해. 이번에도 나만 매일 야근했거든. 응 너무 힘들어서 다음 프로젝트에서는 나도 남들이 하는 만큼만 하려고.,Pro_03817,Pro_03817_00019,E46,S06_D02,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,SAD,physical_fatigue_seed_v1
train-009382,train,중년,남성,"직장, 업무 스트레스",해당없음,상처,희생된,TIRED,직장에서 나만 손해 보는 느낌이야. 매일 나만 야근하니까 너무 힘들어. 그래서 팀장님한테 하소연이라도 해야겠어.,Pro_07417,Pro_07417_00020,E46,S10_D02,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,SAD,physical_fatigue_seed_v1
train-009786,train,중년,여성,"직장, 업무 스트레스",해당없음,분노,성가신,TIRED,푹 쉬고 싶다. 맞아. 회사에서 갑자기 새로운 프로젝트를 우리 팀에서 맡으라고 하네. 야근하는 것도 힘들고 직원들 일 많이 주면 엄청나게 싫어하는데 걱정이야.,Pro_08950,Pro_08950_00019,E19,S10_D02,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,ANGRY,physical_fatigue_seed_v1
train-009892,train,중년,남성,"직장, 업무 스트레스",해당없음,슬픔,비통한,TIRED,야근도 많고 출장으로 잦아서 몸도 지치고 마음도 힘들어. 힘들고 지친 몸을 주말에는 휴식으로 풀고 싶은데 부인과 애들은 자꾸 외출하자고 하고. 피곤해.,Pro_07393,Pro_07393_00011,E22,S10_D02,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,SAD,physical_fatigue_seed_v1
train-010112,train,청년,남성,"진로,취업,직장",해당없음,상처,희생된,TIRED,오늘도 야근했어. 신입이 일 처리가 늦어서 하게 됐지. 신입 때문에 자주 야근하게 돼서 너무 힘들어.,Pro_03817,Pro_03817_00018,E46,S06_D02,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,SAD,physical_fatigue_seed_v1
train-010555,train,중년,남성,"직장, 업무 스트레스",해당없음,불안,두려운,TIRED,요즘 야근이 많아서 피곤해. 식사를 제대로 하고 운동도 틈틈이 하고 있어.,Pro_07402,Pro_07402_00012,E31,S10_D02,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,ANXIOUS,physical_fatigue_seed_v1
train-010812,train,중년,남성,"직장, 업무 스트레스",해당없음,분노,구역질 나는,TIRED,어제도 야근했더니 너무 힘들어. 요새 계속 야근이야. 일하다 보면 너무 힘들어서 토할 것 같은 기분이 들어. 휴식이 필요해.,Pro_07388,Pro_07388_00010,E17,S10_D02,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,ANGRY,physical_fatigue_seed_v1
train-010938,train,중년,여성,"직장, 업무 스트레스",해당없음,상처,희생된,TIRED,팀원들은 일이 있건 없건 매일 칼퇴근이야. 위에서는 압박을 주니 나 혼자 매일 야근하느라 너무 힘들어. 팀끼리 경쟁하는 입장이라 나 어렵다고 얘기하기는 쉽지가 않네.,Pro_08977,Pro_08977_00020,E46,S10_D02,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,SAD,physical_fatigue_seed_v1
train-011026,train,중년,여성,"직장, 업무 스트레스",해당없음,슬픔,마비된,TIRED,너무 힘들어. 요즘 업무가 너무 많아 몸이 녹초가 됐어.,Pro_08956,Pro_08956_00006,E25,S10_D02,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,SAD,physical_fatigue_seed_v1
train-011193,train,청년,여성,"진로,취업,직장",해당없음,분노,구역질 나는,TIRED,이번 달에 이틀 빼고 야근했어. 정말 힘들어. 정말 힘들어. 쉴 겨를도 없이 출근 퇴근만 하니까 너무 삭막해. 응. 그럴 것 같아. 다음 달에도 일이 많아.,Pro_05348,Pro_05348_00028,E17,S06_D02,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,ANGRY,physical_fatigue_seed_v1
train-011630,train,중년,여성,"직장, 업무 스트레스",해당없음,상처,괴로워하는,TIRED,너무 힘들다. 편해지기는커녕 갈수록 더 힘들어져. 직장 업무가 나날이 벅차. 게다가 사람들은 야근하는 사람 앞에서 속 모르는 소리만 하고.,Pro_08979,Pro_08979_00007,E48,S10_D02,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,SAD,physical_fatigue_seed_v1
train-011815,train,중년,남성,"직장, 업무 스트레스",해당없음,슬픔,슬픔,TIRED,업무가 많아서 쓰러질 것 같아. 집에 오면 녹초가 돼서 아무것도 할 수 없을 정도야. 남들은 일을 잘해서 취미생활도 한다는데 나는 일을 너무 못해. 무능력한 사람 같아. 똑같은 일을 제대로 처리 못 하니 무능력한 거지.,Pro_07391,Pro_07391_00005,E20,S10_D02,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,SAD,physical_fatigue_seed_v1
train-012616,train,청년,남성,"진로,취업,직장",해당없음,분노,짜증내는,TIRED,나 진짜 일주일 내내 야근해서 너무 피곤해. 야근 때문에 내 시간은 하나도 없고 다 그만두고 싶다. 그래도 내일은 휴무니까 친구들 만나서 맛있는 거 먹고 스트레스 풀래.,Pro_03784,Pro_03784_00002,E13,S06_D02,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,ANGRY,physical_fatigue_seed_v1
train-012623,train,청년,남성,"진로,취업,직장",해당없음,불안,스트레스 받는,TIRED,요즘 회사에서 자주 야근해서 하루하루가 고단해. 하루 종일 일만하고 집에 가서 잘 쉬지도 못하니까 힘들어. 일과 시간에 집중해서 퇴근시간에 맞춰 해야 할 일을 끝마쳐야겠어.,Pro_03803,Pro_03803_00019,E32,S06_D02,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,ANXIOUS,physical_fatigue_seed_v1
train-012631,train,청년,남성,"진로,취업,직장",해당없음,상처,괴로워하는,TIRED,평일 내내 힘든 몸을 이끌고 회사에 출근하는 것이 죽겠어. 충분한 잠을 못 자서 그런지 아침에 일어나기도 힘들고 몸이 축 쳐지는 기분이야. 퇴근해서 잠자리에 일찍 들어야겠어. 수면시간을 늘려 회복해야지.,Pro_03819,Pro_03819_00042,E48,S06_D02,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,SAD,physical_fatigue_seed_v1
train-012749,train,청년,남성,"진로,취업,직장",해당없음,분노,툴툴대는,TIRED,아 짜증나. 밤 새서 만든 서류를 집에 두고 와버렸어. 졸려도 참아가면서 밤 새고 만든 건데 정말 화가 나. 택시 타고 집에 가거나 가족한테 갖고 와달라고 했어.,Pro_03782,Pro_03782_00016,E11,S06_D02,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,ANGRY,physical_fatigue_seed_v1
train-013176,train,청년,여성,"진로,취업,직장",해당없음,불안,취약한,TIRED,요즘 야근이 잦아져서 너무 힘들어. 내가 체력이 좀 안 좋거든. 몸을 너무 무리하게 써서 쓰러지지 않을까 걱정이 돼. 회사에 진단서를 가져가서 미리 얘기를 해두어야겠어.,Pro_05364,Pro_05364_00036,E33,S06_D02,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,ANXIOUS,physical_fatigue_seed_v1
train-013403,train,청년,여성,"진로,취업,직장",해당없음,슬픔,환멸을 느끼는,TIRED,야근 때문에 너무 힘들어. 입사 후 제때 퇴근해본 적이 없어. 아무래도 회사를 그만둬야 할 것 같아.,Pro_05360,Pro_05360_00026,E29,S06_D02,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,ANGRY,physical_fatigue_seed_v1
train-015481,train,노년,남성,"건강,죽음",만성질환 무,불안,걱정스러운,TIRED,현기증이 날 때마다 내가 무슨 병에 걸린 건 아닐지 걱정이 들어. 현기증이 잘 안 났었는데 요즘 들어 현기증이 자주 나는 것 같아서 내심 불안해. 먼저 병원에 가봐야겠어. 가서 진료받고 괜찮은지 확인해야 마음이 덜 불안할 것 같아.,Pro_10648,Pro_10648_00047,E37,S11_D02,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,ANXIOUS,physical_fatigue_seed_v1
train-015772,train,청년,여성,"진로,취업,직장",해당없음,상처,"가난한, 불우한",TIRED,왕복 세 시간 거리를 출퇴근을 하니까 너무 힘들고 피곤해. 회사 근처에 집값이 너무 비싸니까 여기서 왕복하는데 잘못해서 버스라도 놓치면 바로 지각이야. 회사 출근 시간보다 한 시간 일찍 도착한다고 생각하고 출근해야겠어.,Pro_05376,Pro_05376_00023,E45,S06_D02,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,SAD,physical_fatigue_seed_v1
train-015798,train,중년,여성,"직장, 업무 스트레스",해당없음,당황,혼란스러운,TIRED,지금 다니고 있는 회사에서 업무가 너무 많아서 계속 다니기가 힘들어. 하루 종일 과중한 업무량으로 야근에 시달리다 보니 가족들에게 집에서 화만 내게 돼. 우선순위대로 급한 업무부터 처리해서 야근을 줄여 나가야겠어.,Pro_08990,Pro_08990_00021,E59,S10_D02,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,ANXIOUS,physical_fatigue_seed_v1
train-016689,train,청년,여성,"진로,취업,직장",해당없음,불안,스트레스 받는,TIRED,출퇴근하는 지하철은 사람이 탈 곳이 못돼. 불편하고 피곤해. 마음이라도 편하게 넉넉하게 나와야겠어.,Pro_05363,Pro_05363_00036,E32,S06_D02,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,ANXIOUS,physical_fatigue_seed_v1
train-016983,train,중년,남성,건강,해당없음,당황,열등감,TIRED,요즘 헬스장에 다니는데 도무지 사람들을 못 따라가겠어. 내가 제일 체력이 떨어지는 것 같아. 팔팔하게 이리저리 운동하는 사람들 볼 때마다 질투가 나더라고. 보약이라도 주문하던지 해야겠어. 체력 때문에 운동하는 건데 별 도리가 없네.,Pro_07305,Pro_07305_00006,E54,S09_D02,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,SAD,physical_fatigue_seed_v1
train-017691,train,청년,여성,"진로,취업,직장",해당없음,당황,남의 시선을 의식하는,TIRED,나만 오늘도 야근이야. 어두운 사무실에서 늦게까지 혼자 일하는 게 힘들어. 다들 어떻게 그러게 빨리 일을 마치고 퇴근하는지 모르겠어. 나만 남아서 눈치도 보여. 그러게 말이야. 항상 칭찬받는 동기에게 조언을 좀 구해야겠어.,Pro_05383,Pro_05383_00007,E52,S06_D02,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,ANXIOUS,physical_fatigue_seed_v1
train-017872,train,중년,여성,"직장, 업무 스트레스",해당없음,상처,"가난한, 불우한",TIRED,나이는 들고 체력이 떨어져서 그만두고 싶은데 돈을 벌어야 해서 그러지 못해서 상처받았어. 당장 수술을 받아야 하는데 경제적인 여건으로 일을 해야만 하는 내 자신이 상처야. 눈물만 흘렸어. 악착같이 그 상황을 견뎌냈지.,Pro_08976,Pro_08976_00002,E45,S10_D02,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,SAD,physical_fatigue_seed_v1
train-017884,train,노년,여성,"건강,죽음",만성질환 무,분노,짜증내는,TIRED,요즘 남편과 요양시설에서 운동을 하고 있는데 남편보다 내가 훨씬 빨리 힘들어 하는 것 같아서 짜증이 나. 하루가 다르게 체력이 떨어지는 것을 느낄 때마다 자괴감 섞인 짜증이 나. 자녀와 같이 나가서 산책을 하고 올까 봐.,Pro_12184,Pro_12184_00030,E13,S11_D02,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,ANGRY,physical_fatigue_seed_v1
train-018294,train,노년,여성,"건강,죽음",만성질환 무,당황,혐오스러운,TIRED,병원에서 나 같은 늙은 노인을 받아주려고 하지 않아서 서글퍼. 오늘 기력이 없어서 병원에 갔는데 자리가 없어서 링거를 맞지 못하고 그냥 왔어. 지금 당장은 서글퍼도 다른 병원을 찾아가든가 죽이라도 먹고 기운을 차려야겠어.,Pro_12228,Pro_12228_00005,E57,S11_D02,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,ANXIOUS,physical_fatigue_seed_v1
train-018641,train,중년,여성,"직장, 업무 스트레스",해당없음,당황,한심한,TIRED,나는 왜 이렇게 일 처리 속도가 느릴까? 늘 하는 일인데도 손에 익지가 않아. 너무 힘들어. 해도 해도 끝이 없고 다른 직원들은 다 퇴근하는데 나만 매일 나머지 공부하는 것처럼 야근의 연속이야. 하기 싫다 못하겠다는 생각을 버리고 집중력을 높여야 할 것 같아. 자신감도 많이 떨어진 상태니 노력해야겠지.,Pro_08989,Pro_08989_00003,E58,S10_D02,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,ANGRY,physical_fatigue_seed_v1
train-018691,train,노년,여성,"건강,죽음",만성질환 무,불안,취약한,TIRED,늙고 기력이 없으니 집에서도 혼자 다니기가 힘들어 너무 우울해. 힘이 드니 집에서도 누워만 있어야겠어. 누워만 있으면 시간 아까우니 기력을 늘리기 위해 운동을 해야겠어.,Pro_12204,Pro_12204_00031,E33,S11_D02,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,ANXIOUS,physical_fatigue_seed_v1
train-019015,train,노년,남성,"건강,죽음",만성질환 무,불안,당혹스러운,TIRED,요즘 앉았다가 일어서면 현기증이 나. 어디가 안 좋은지 불안해. 기립성 저혈압이 아닐까 의심돼. 어머니도 저혈압이셨거든. 이번 주말에 병원에 가서 바로 검사를 받아봐야겠어.,Pro_10646,Pro_10646_00011,E35,S11_D02,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,ANXIOUS,physical_fatigue_seed_v1
train-020238,train,중년,여성,"대인관계(부부, 자녀)",해당없음,당황,죄책감의,TIRED,회사에서 매일 야근하다보니 아침에 피곤해서 수험생 딸 아침을 못 챙겨주네. 엄마가 피곤하다는 이유로 아침을 못 챙겨주니 너무 미안해. 저녁에 내일 아침식사까지 같이 준비해 놓고 자야겠어.,Pro_08626,Pro_08626_00025,E55,S07_D02,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,SAD,physical_fatigue_seed_v1
train-021200,train,청년,여성,"진로,취업,직장",해당없음,분노,툴툴대는,TIRED,벌써 야근만 칠 일째야. 너무 피곤해. 다들 자기 업무 처리하느라 바빠. 다 같이 야근하는 입장이라 도와달라고 못해. 말씀 드렸다가 잘리면 어떡해? 두려운데.,Pro_05342,Pro_05342_00013,E11,S06_D02,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,ANGRY,physical_fatigue_seed_v1
train-021204,train,청년,여성,"진로,취업,직장",해당없음,분노,툴툴대는,TIRED,이번 주말에 집에서 뒹굴 거리며 푹 쉬려고 했는데 갑자기 회사에서 출근하래. 심지어 월요일부터 금요일까지 야근했거든? 이번 주 너무 피곤한데 어떡하나. 아니. 격주로 돌아가면서 근무하는 걸로 알고 있어.,Pro_05342,Pro_05342_00037,E11,S06_D02,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,ANGRY,physical_fatigue_seed_v1
train-023104,train,중년,남성,"직장, 업무 스트레스",해당없음,슬픔,눈물이 나는,TIRED,비상근무로 벌써 한 달째 야근을 하고 있어. 너무 힘들고 서러워서 눈물이 날 정도야. 매일 늦게 퇴근하다 보니까 사랑하는 딸과 함께 저녁시간을 보낼 수 없어. 너무 속상해. 상사에게 양해를 구해서 휴가를 쓸 수 있으면 좋겠어.,Pro_07398,Pro_07398_00006,E27,S10_D02,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,SAD,physical_fatigue_seed_v1
train-023138,train,중년,남성,"직장, 업무 스트레스",해당없음,불안,스트레스 받는,TIRED,야근에 회식까지 회사에 시간이 너무 많이 빼앗기는 것 같아서 스트레스가 많아. 이직 전 회사도 회식이 너무 잦아서 힘들었는데 여기도 다를 바가 없네. 말도 꺼내기 힘들어서 조용히 나왔어. 이번 직장에서는 적당히 치고 빠져야겠어.,Pro_07403,Pro_07403_00016,E32,S10_D02,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,ANXIOUS,physical_fatigue_seed_v1
