sample_id,split,age_group,gender,situation_keyword,physical_disease,emotion_major,emotion_minor,service_label,text,persona_id,talk_id,emotion_code,situation_code,tired_seed_candidate,tired_seed_candidate_reason,tired_seed_manual_keep,tired_seed_manual_note,service_label_original,tired_seed_version,tired_seed_applied
train-020745,train,노년,여성,"건강,죽음",만성질환 유,상처,질투하는,ANGRY,노인정 사람들 중에 병원 갈 때마다 자식들이 데리러 오는 사람들이 있는데 조금 부럽다. 그만큼 자식들이 부모를 챙기는 것 같아서 부럽네. 그래. 그치만 애들이 바쁘니깐 이해하려고 해 봐야겠다.,Pro_12152,Pro_12152_00011,E41,S11_D01,False,missing-include-pattern,False,,ANGRY,physical_fatigue_seed_v1,False
train-019015,train,노년,남성,"건강,죽음",만성질환 무,불안,당혹스러운,TIRED,요즘 앉았다가 일어서면 현기증이 나. 어디가 안 좋은지 불안해. 기립성 저혈압이 아닐까 의심돼. 어머니도 저혈압이셨거든. 이번 주말에 병원에 가서 바로 검사를 받아봐야겠어.,Pro_10646,Pro_10646_00011,E35,S11_D02,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,ANXIOUS,physical_fatigue_seed_v1,True
train-032646,train,청년,여성,대인관계,해당없음,당황,외로운,SAD,이번에 대학교를 졸업하고 취직을 했어. 그럴 줄 알았는데 막상 일을 시작하고 나니 친구들을 만나기가 어려워졌어. 매일 일만 하고 사람들과 어울리지 못해 외로워졌어.,Pro_05144,Pro_05144_00036,E53,S04_D02,False,missing-include-pattern,False,,SAD,physical_fatigue_seed_v1,False
train-012381,train,청소년,여성,학업 및 진로,해당없음,상처,희생된,SAD,수학여행 때 나 혼자 앉기로 했어. 친구들이 홀수라서 한 명이 비거든. 왜 나만 혼자 앉아야 하는지 모르겠어. 나도 같이 앉고 싶은데. 응. 자기들은 혼자 앉을 생각을 조금도 안 해.,Pro_01777,Pro_01777_00017,E46,S02_D02,False,missing-include-pattern,False,,SAD,physical_fatigue_seed_v1,False
train-035154,train,청년,여성,"진로,취업,직장",해당없음,분노,안달하는,TIRED,오늘 피곤해서 빨리 퇴근하고 쉬려고 했는데 상사가 갑자기 야근시켰어. 짜증나. 왜 맨날 갑자기 야근시키는지 모르겠어. 시키는데 안 할 수도 없고. 최대한 빨리하고 가는 수밖에 없지. 빨리 끝내고 집에 가서 쉬어야겠어.,Pro_05347,Pro_05347_00029,E16,S06_D02,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,ANXIOUS,physical_fatigue_seed_v1,True
train-009080,train,청년,남성,"진로,취업,직장",해당없음,상처,희생된,TIRED,우리 팀이 전체 실적 일등을 달성해서 너무 기쁘지만 한편으로는 좀 우울해. 나만 팀에 희생하는 것 같아서 좀 우울해. 이번에도 나만 매일 야근했거든. 응 너무 힘들어서 다음 프로젝트에서는 나도 남들이 하는 만큼만 하려고.,Pro_03817,Pro_03817_00019,E46,S06_D02,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,SAD,physical_fatigue_seed_v1,True
train-005405,train,중년,남성,건강,해당없음,불안,당혹스러운,TIRED,며칠 동안 연달아서 야근하고 그랬더니 너무 피곤해. 며칠 야근했다고 오늘은 코피가 나고 현기증에 쓰러질 뻔하기까지 했어. 정말 황당하고 당혹스러웠어.,Pro_07286,Pro_07286_00009,E35,S09_D02,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,ANXIOUS,physical_fatigue_seed_v1,True
train-008194,train,청년,여성,대인관계,해당없음,분노,노여워하는,ANGRY,오늘 옆자리 사원이 나한테 계속 뭐라고 핀잔줬어. 너무 화나. 별것도 아닌데 계속 뭐라고 하잖아! 오늘 옷이 너무 얇은 것 같다고도 하고 담요 덮을 거면 짧은 치마를 입지 말라고도 하고. 사장님도 반바지 입고 다니는 분위기인데 왜 나한테만 뭐라 하는 거야! 또 뭐라 하면 진짜 한마디 할 거야.,Pro_05109,Pro_05109_00042,E18,S04_D02,False,missing-include-pattern,False,,ANGRY,physical_fatigue_seed_v1,False
train-010812,train,중년,남성,"직장, 업무 스트레스",해당없음,분노,구역질 나는,TIRED,어제도 야근했더니 너무 힘들어. 요새 계속 야근이야. 일하다 보면 너무 힘들어서 토할 것 같은 기분이 들어. 휴식이 필요해.,Pro_07388,Pro_07388_00010,E17,S10_D02,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,ANGRY,physical_fatigue_seed_v1,True
train-015481,train,노년,남성,"건강,죽음",만성질환 무,불안,걱정스러운,TIRED,현기증이 날 때마다 내가 무슨 병에 걸린 건 아닐지 걱정이 들어. 현기증이 잘 안 났었는데 요즘 들어 현기증이 자주 나는 것 같아서 내심 불안해. 먼저 병원에 가봐야겠어. 가서 진료받고 괜찮은지 확인해야 마음이 덜 불안할 것 같아.,Pro_10648,Pro_10648_00047,E37,S11_D02,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,ANXIOUS,physical_fatigue_seed_v1,True
train-020134,train,노년,여성,대인관계,만성질환 유,분노,방어적인,ANGRY,디스크 수술은 위험하다고 하는데 자꾸 의사가 수술을 하라고 해서 화가 나. 잘못하면 허리를 평생 못 쓴다면서 자꾸 권유하더라고. 다른 병원으로 옮겨서 검사를 받으려고 해.,Pro_11285,Pro_11285_00006,E14,S04_D01,False,missing-include-pattern,False,,ANGRY,physical_fatigue_seed_v1,False
train-020688,train,청소년,여성,학업 및 진로,해당없음,불안,스트레스 받는,ANXIOUS,나 과제 발표를 제대로 못했어. 준비했던 것들이 갑자기 생각이 나지 않지 뭐니. 응. 날 쳐다보던 선생님과 친구들 눈빛이 아직도 기억에 남아. 내일 학교에 가기 싫어. 선생님과 친구들이 이해해 주기만을 바랄 뿐이야.,Pro_01763,Pro_01763_00001,E32,S02_D02,False,missing-include-pattern,False,,ANXIOUS,physical_fatigue_seed_v1,False
train-032806,train,중년,남성,건강,해당없음,상처,"가난한, 불우한",TIRED,요즘 나이가 들어서 그런지 통 기력이 없어. 어. 일도 바쁘고 체력도 많이 떨어졌어. 한의원에 갔더니 한약을 추천하더라고. 그런데 한약 값이 너무 비싸서 엄두를 못 내겠더라고.,Pro_07296,Pro_07296_00012,E45,S09_D02,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,SAD,physical_fatigue_seed_v1,True
train-035584,train,청소년,여성,학업 및 진로,해당없음,불안,불안,ANXIOUS,이번 대학 입시에 합격 못할까 봐 불안해. 학업도 열심히 하고 동아리 활동 독후감 대회도 나가면서 내 진로에 대한 경험과 지식을 높일 수 있었어.,Pro_01761,Pro_01761_00032,E30,S02_D02,False,missing-include-pattern,False,,ANXIOUS,physical_fatigue_seed_v1,False
train-001002,train,중년,남성,"대인관계(부부, 자녀)",해당없음,기쁨,만족스러운,HAPPY,아내와 같은 취미생활을 할 수 있게 돼서 만족해. 자전거를 같이 타고 있어. 혼자 라이딩할 때는 심심했는데 집사람이랑 함께 다니니 정말 즐거워. 꾸준히 자전거를 타면서 체력도 좋아지고 건강해졌어. 아내와의 관계도 더욱 좋아졌지.,Pro_07075,Pro_07075_00008,E64,S07_D02,False,missing-include-pattern,False,,HAPPY,physical_fatigue_seed_v1,False
train-037474,train,청소년,여성,학업 및 진로,해당없음,분노,악의적인,ANGRY,난 컨닝한적 없는데 누가 악의적으로 날 고자질했어. 누가 날 그렇게 욕하는지 알아내고 싶어. 일단 친구들에게 다 물어보고 다녀야지.,Pro_01746,Pro_01746_00014,E15,S02_D02,False,missing-include-pattern,False,,ANGRY,physical_fatigue_seed_v1,False
train-044624,train,노년,여성,재정,만성질환 무,불안,회의적인,TIRED,불면증이라 잠을 못 자. 돈이 없어서 벌어야 하는데 잠을 못 자서 몽롱하니 일하기 싫어. 약을 먹으면 너무 몽롱하고 안 먹으면 잠을 못 자니 힘들어. 차라리 병원에 가서 치료를 받고 얼른 돈 벌러 가야겠어. 그게 가장 빠른 방법이야.,Pro_12447,Pro_12447_00022,E36,S13_D02,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,ANXIOUS,physical_fatigue_seed_v1,True
train-016276,train,노년,여성,대인관계,만성질환 유,기쁨,신뢰하는,CALM,손녀가 당뇨에 좋다고 뽑아주는 식단이 아주 효과가 좋은 것 같아 기뻐. 손녀 덕분에 당뇨가 빨리 좋아질 거 같아 손녀에게 너무 고마워서 나도 도움을 주고 싶어. 손녀를 위해서라도 빨리 건강해져야지.,Pro_11333,Pro_11333_00007,E62,S04_D01,False,missing-include-pattern,False,,CALM,physical_fatigue_seed_v1,False
train-012469,train,청년,남성,대인관계,해당없음,분노,악의적인,ANGRY,내 친구가 불행해졌으면 좋겠어. 그 친구는 자기 능력에 비해 너무 많은 걸 가졌어. 내가 능력이 더 뛰어나니까 내가 더 행복해져야 해. 다 뺏어서 열심히 사는 나 같은 사람이 가져야 한다고 생각해.,Pro_03546,Pro_03546_00010,E15,S04_D02,False,missing-include-pattern,False,,ANGRY,physical_fatigue_seed_v1,False
train-020238,train,중년,여성,"대인관계(부부, 자녀)",해당없음,당황,죄책감의,TIRED,회사에서 매일 야근하다보니 아침에 피곤해서 수험생 딸 아침을 못 챙겨주네. 엄마가 피곤하다는 이유로 아침을 못 챙겨주니 너무 미안해. 저녁에 내일 아침식사까지 같이 준비해 놓고 자야겠어.,Pro_08626,Pro_08626_00025,E55,S07_D02,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,SAD,physical_fatigue_seed_v1,True
train-041313,train,노년,여성,대인관계,만성질환 유,상처,질투하는,ANGRY,친구들하고 관계가 틀어졌어. 동네 모임에서 매일 얼굴 보는 사이였는데 싸웠거든. 그 일로 어색해져서 모임도 가기 싫어. 다른 친구들도 보고 싶고 싸운 친구하고 화해하고 싶기도 한데 그게 어려워.,Pro_11312,Pro_11312_00035,E41,S04_D01,False,missing-include-pattern,False,,ANGRY,physical_fatigue_seed_v1,False
train-002626,train,청년,남성,대인관계,해당없음,당황,죄책감의,SAD,내가 친구를 의심해서 사이가 틀어졌어. 너무 죄책감이 들어서 사과하고 싶어. 그 친구는 커피를 좋아해! 카페에서 커피 한잔을 사주면서 대화를 나눠봐야겠어. 친구가 내 사과를 받아 줬으면 좋겠어.,Pro_03586,Pro_03586_00021,E55,S04_D02,False,missing-include-pattern,False,,SAD,physical_fatigue_seed_v1,False
train-040510,train,노년,남성,대인관계,만성질환 무,분노,구역질 나는,ANGRY,나이가 들었다는거로 학대받는느낌을 받을때가 있어. 할수있는건데 무시할때가 많아. 나이먹는 내가 너무싫어진다니까.,Pro_09788,Pro_09788_00002,E17,S04_D02,False,missing-include-pattern,False,,ANGRY,physical_fatigue_seed_v1,False
train-002402,train,중년,남성,건강,해당없음,불안,스트레스 받는,TIRED,최근 들어 몸이 아주 힘들고 체력이 달리네. 퇴근하고 오면 몸도 무겁고 아침에 일어나기도 힘들어. 조금씩 산책이라도 해야겠어.,Pro_07283,Pro_07283_00021,E32,S09_D02,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,ANXIOUS,physical_fatigue_seed_v1,True
train-001019,train,중년,여성,건강,해당없음,불안,걱정스러운,TIRED,요즘 잠에 잘 못 드는 날이 많아 걱정이야. 불면증에 대한 불안감 때문에 온몸이 피곤하고 땀에 흠뻑 젖기도 해. 낮에 야외 활동을 하고 자기 전에 반신욕을 해볼까?,Pro_08848,Pro_08848_00034,E37,S09_D02,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,ANXIOUS,physical_fatigue_seed_v1,True
train-015665,train,노년,여성,대인관계,만성질환 유,기쁨,기쁨,HAPPY,몸이 갈수록 안 좋아져서 걱정이었는데 김 노인이 치료에 도움이 되는 활동을 소개해줘서 고마워. 몸이 안 좋아지니까 성격도 예민해졌는데 미술치료를 하면서 마음에 안정이 오더라고. 계속해서 미술치료 받아보고 또 소개해 준 김 노인에게 고맙다는 인사 전해야지.,Pro_11331,Pro_11331_00007,E60,S04_D01,False,missing-include-pattern,False,,HAPPY,physical_fatigue_seed_v1,False
train-015189,train,노년,남성,재정,만성질환 유,기쁨,신뢰하는,CALM,요즘 몸이 안 좋아져서 돈 관리를 아내에게 맡길 거야. 내 아내는 잘 해낼 거야. 워낙 경제관념이 투철하니 믿고 맡길 수 있어. 적은 생활비로도 부족함 없이 자녀들을 키워냈어. 난 아내를 믿어.,Pro_10853,Pro_10853_00011,E62,S13_D01,False,missing-include-pattern,False,,CALM,physical_fatigue_seed_v1,False
train-012180,train,청년,여성,대인관계,해당없음,슬픔,후회되는,SAD,오늘 친구랑 싸웠는데 그냥 참을 걸 그랬나 봐. 기분이 별로 안 좋아. 사실 화낼 일도 아니었는데. 친구한테 연락 한번 해 볼까 봐. 내가 잘못한 건 맞으니까.,Pro_05114,Pro_05114_00036,E23,S04_D02,False,missing-include-pattern,False,,SAD,physical_fatigue_seed_v1,False
train-041562,train,노년,여성,대인관계,만성질환 무,슬픔,실망한,SAD,나는 배운 게 없어서 할 수 있는 일이 없어. 노인복지관에 가도 배운 사람들이 뭐든 자기 마음대로 하거든. 활동 프로그램을 결정 할 때 나는 내가 하고 싶은 것을 말할 수도 없어. 있어도 할 수 없잖아. 내 말은 말은 아무도 들어주지 않을 거야.,Pro_11352,Pro_11352_00005,E21,S04_D02,False,missing-include-pattern,False,,SAD,physical_fatigue_seed_v1,False
train-038112,train,노년,여성,"건강,죽음",만성질환 유,불안,불안,TIRED,요새는 직장에 나가는 것이 두려울 때가 있어. 불면증이 매우 심해서 잠을 제대로 못 이루다 보니 정신적으로나 육체적으로 힘들어. 직장에서도 업무를 보는 데 어려움이 많고. 업무 성과가 낮으니 직장에서 불이익을 받을까 봐 초조하고 걱정이 돼. 솔직히 털어놓고 얘기해서 해결책을 찾아야 할 것 같아.,Pro_12141,Pro_12141_00025,E30,S11_D01,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,ANXIOUS,physical_fatigue_seed_v1,True
train-038070,train,노년,남성,재정,만성질환 유,불안,걱정스러운,ANXIOUS,십 년 전에 뇌출혈로 쓰러져 좌측 편 마비가 된 이후로 사회생활로부터 자신을 은퇴시켜버려서 노후준비를 제대로 할 수 없었지. 몸이 마비되어 불편하니 생각도 불만이 많아진 건 사실이야. 그래도 마음 건강을 위해 긍정적으로 생각하려 해. 노후 준비를 이제부터라도 계획해봐야겠어.,Pro_10828,Pro_10828_00024,E37,S13_D01,False,missing-include-pattern,False,,ANXIOUS,physical_fatigue_seed_v1,False
train-049595,train,중년,남성,"재정,은퇴,노후준비",해당없음,슬픔,실망한,SAD,회사가 많이 어려워져서 소득이 줄었어. 내 상황이 너무 서러워. 이제 우리 집은 어떻게 살아야 할지 걱정돼. 지금 하는 일 말고 다른 부업도 알아봐야겠어.,Pro_07152,Pro_07152_00031,E21,S08_D02,False,missing-include-pattern,False,,SAD,physical_fatigue_seed_v1,False
train-041342,train,노년,여성,재정,만성질환 무,당황,한심한,ANGRY,딸하고 같이 살아야겠어. 나도 늘그막에 혼자 있으려니 너무 적적해서 같이 살며 살림도 해주면 좀 도움이 될까 하는 생각이야. 얹혀 살기만 하면 짐스러울 테니 나도 할 수 있는 걸 해야지. 딸이 직장에 다니면서 도우미 아줌마를 쓰는데 비용이 꽤 든다고 했거든.,Pro_12469,Pro_12469_00024,E58,S13_D02,False,missing-include-pattern,False,,ANGRY,physical_fatigue_seed_v1,False
train-037635,train,청소년,여성,가족관계,해당없음,기쁨,신뢰하는,CALM,아우도 나도 이번에 기말고사 시험을 잘 봤어. 서로 열심히 하자 북돋우고 믿어주고 열심히 공부했거든.,Pro_01673,Pro_01673_00019,E62,S01_D02,False,missing-include-pattern,False,,CALM,physical_fatigue_seed_v1,False
train-044866,train,중년,여성,"대인관계(부부, 자녀)",해당없음,슬픔,낙담한,SAD,어머니가 또 내 일을 도와주시려다가 다쳐서 마음이 아파. 몸도 성치 않으신 분이거든. 애들 밥을 하러 부엌에 가셨는데 뜨거운 국을 저는 다리에 엎으셨어. 얼마나 아프셨을까. 딸에게 얹혀살면서 손주라도 봐주신다고 그러시는데 안 그러셨으면 좋겠어. 잘 말씀드려야지.,Pro_08599,Pro_08599_00025,E28,S07_D02,False,missing-include-pattern,False,,SAD,physical_fatigue_seed_v1,False
train-016657,train,노년,여성,대인관계,만성질환 무,기쁨,신뢰하는,CALM,최씨 할머니는 내 심정을 항상 잘 이해해줘. 최씨 할머니와 만나기로 한 날에 다른 약속이 생겼는데도 최씨 할머니는 날 이해해줬어. 맛있는 과일을 가져가서 같이 대화를 나눠야겠어.,Pro_11393,Pro_11393_00006,E62,S04_D02,False,missing-include-pattern,False,,CALM,physical_fatigue_seed_v1,False
train-051399,train,노년,남성,대인관계,만성질환 무,분노,노여워하는,ANGRY,늙어서 혼자인 느낌이야. 가족들도 친구들도 단절된 느낌이라 너무 외로워. 고독하고 허탈한 느낌이 들어. 아무도 나와 말하고 싶지 않은가 봐. 내가 너무 독단적이었던 것 같아. 내가 조금 다가가 볼까 봐.,Pro_09789,Pro_09789_00010,E18,S04_D02,False,missing-include-pattern,False,,ANGRY,physical_fatigue_seed_v1,False
train-027488,train,노년,남성,"건강,죽음",만성질환 무,당황,부끄러운,ANXIOUS,아들이 학교폭력이 주동자였다고 해. 내 아들이지만 너무 구역질이 난다. 그치. 내가 제일 싫어하는 게 약자들을 괴롭히는 건데 내 아들이 이러고 있었다니 자괴감이 들기도 해. 어른으로써 조금 강하게 꾸짖었어야 했나봐. 다음에 이런 일이 있으면 그렇게 해야겠어.,Pro_10667,Pro_10667_00034,E56,S11_D02,False,missing-include-pattern,False,,ANXIOUS,physical_fatigue_seed_v1,False
train-018294,train,노년,여성,"건강,죽음",만성질환 무,당황,혐오스러운,TIRED,병원에서 나 같은 늙은 노인을 받아주려고 하지 않아서 서글퍼. 오늘 기력이 없어서 병원에 갔는데 자리가 없어서 링거를 맞지 못하고 그냥 왔어. 지금 당장은 서글퍼도 다른 병원을 찾아가든가 죽이라도 먹고 기운을 차려야겠어.,Pro_12228,Pro_12228_00005,E57,S11_D02,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,ANXIOUS,physical_fatigue_seed_v1,True
train-007333,train,청년,여성,"진로,취업,직장",해당없음,슬픔,슬픔,TIRED,일이 너무 많아서 힘들어. 야근이 없다면 에너지가 충전될 텐데. 너무 힘들 땐 동료에게 야근을 대신해달라고 부탁해볼래.,Pro_05351,Pro_05351_00031,E20,S06_D02,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,SAD,physical_fatigue_seed_v1,True
train-020382,train,노년,남성,대인관계,만성질환 무,분노,짜증내는,ANGRY,우리 나이면 다들 손자 볼 나이긴 해. 근데 자랑하는 걸 보면 내심 부럽거든. 우리 애들은 아직 애가 없어. 그렇다고 내가 빨리 애 낳으라고 할 수도 없는 노릇이고 말이야. 잘 모르겠어. 그냥 자랑하는걸 보면 부럽고 속상한데 짜증도 나고 그래.,Pro_09784,Pro_09784_00029,E13,S04_D02,False,missing-include-pattern,False,,ANGRY,physical_fatigue_seed_v1,False
train-028568,train,노년,남성,"건강,죽음",만성질환 무,기쁨,자신하는,TIRED,나 요즘 너무 규칙적인 생활을 하고 있어. 그런데 자꾸 새벽에 잠이 깨. 수면 시간이 짧아지니 오후에 졸려서.,Pro_10680,Pro_10680_00001,E69,S11_D02,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,HAPPY,physical_fatigue_seed_v1,True
train-020427,train,중년,여성,건강,해당없음,기쁨,기쁨,HAPPY,이번에 회사에서 건강 검진했는데 상태가 아주 좋은 것 같아. 인사에도 반영돼서 좋은 점수 받을 것 같아 평소 건강을 잘 챙겨서 다행이야. 앞으로도 이 건강 유지하도록 노력해야겠다.,Pro_08871,Pro_08871_00025,E60,S09_D02,False,missing-include-pattern,False,,HAPPY,physical_fatigue_seed_v1,False
train-037557,train,청소년,여성,학업 및 진로,해당없음,기쁨,느긋,HAPPY,내가 가는 학과는 취직이 정말 잘 된대. 나는 카이스트에서 기계과를 전공과목으로 할 거 같아.,Pro_01797,Pro_01797_00008,E66,S02_D02,False,missing-include-pattern,False,,HAPPY,physical_fatigue_seed_v1,False
train-035992,train,청소년,여성,학업 및 진로,해당없음,슬픔,눈물이 나는,SAD,시험 성적이 생각보다 나빠. 그렇게 열심히 공부했는데 정말 너무 속상해. 진짜 눈물 나. 성실히 한게 아무 소용 없는 것 같아.,Pro_01758,Pro_01758_00007,E27,S02_D02,False,missing-include-pattern,False,,SAD,physical_fatigue_seed_v1,False
train-013265,train,청년,여성,"연애,결혼,출산",해당없음,상처,"가난한, 불우한",SAD,돈이 없어서 우리 아기를 행복하게 해주지 못한 것이 우리의 유일한 잘못일 거야. 우리 아기에게만은 잘해주고 싶었는데 돈이 없어서 다 소용없어. 좋은 추억이라도 하나 만들어주고 싶어.,Pro_05256,Pro_05256_00021,E45,S05_D02,False,missing-include-pattern,False,,SAD,physical_fatigue_seed_v1,False
train-035467,train,청소년,여성,학교폭력/따돌림,해당없음,슬픔,환멸을 느끼는,ANGRY,학교폭력 예방 교육에 해탈함을 느껴. 이런거 당해보니 전혀 도움 안 되던데 왜 하는 거지. 응. 그래서 말인데 예방법보다는 가해자들 처벌이나 강하게 했으면 좋겠어.,Pro_01880,Pro_01880_00034,E29,S03_D02,False,missing-include-pattern,False,,ANGRY,physical_fatigue_seed_v1,False
train-018691,train,노년,여성,"건강,죽음",만성질환 무,불안,취약한,TIRED,늙고 기력이 없으니 집에서도 혼자 다니기가 힘들어 너무 우울해. 힘이 드니 집에서도 누워만 있어야겠어. 누워만 있으면 시간 아까우니 기력을 늘리기 위해 운동을 해야겠어.,Pro_12204,Pro_12204_00031,E33,S11_D02,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,ANXIOUS,physical_fatigue_seed_v1,True
train-019430,train,노년,여성,재정,만성질환 무,기쁨,신이 난,HAPPY,농사를 했는데 마늘이 잘 자랐어. 작년엔 고생만하고 완전 적자였거든. 올해는 좀 숨통이 트이네. 근데 걱정이야. 농사는 어떻게 될 지 아무도 몰라서 내년은 또 어떨지.,Pro_12479,Pro_12479_00005,E68,S13_D02,False,missing-include-pattern,False,,HAPPY,physical_fatigue_seed_v1,False
train-021687,train,청소년,여성,학업 및 진로,해당없음,상처,배신당한,SAD,그동안 같이 다니는 친구들이 나만 빼고 필기노트를 공유했더라고. 너무 배신감이 들어. 그동안 나만 시험을 못 본 이유가 있었어. 너무 속상하고 답답해. 나도 그 노트를 공유하고 싶다고 말해보려고. 다음 시험은 나도 잘 보면 좋겠어.,Pro_01773,Pro_01773_00002,E42,S02_D02,False,missing-include-pattern,False,,SAD,physical_fatigue_seed_v1,False
train-029002,train,중년,여성,"재정,은퇴,노후준비",해당없음,기쁨,느긋,HAPPY,한껏 꾸미고 즐기는 젊은 사람들을 보니까 옛날의 내 모습이 생각이 나. 나까지 행복해져. 옛날의 행복한 나를 생각하니 웃음이 나와. 평범한 생활을 보내면서 내가 좋아하는 것을 할거야.,Pro_08757,Pro_08757_00033,E66,S08_D02,False,missing-include-pattern,False,,HAPPY,physical_fatigue_seed_v1,False
