sample_id,candidate_bucket,service_label,approved_label,emotion_major,emotion_minor,situation_keyword,review_note,text
train-009952,ANGRY_TO_ANXIOUS,ANGRY,,분노,방어적인,건강,,암에 걸리지 않아야 한다는 생각이 나를 방어적으로 만드는 것 같아. 응. 암에 걸릴 수 있다는 건 뭐든지 조심하고 있으니까.
train-010730,ANGRY_TO_ANXIOUS,ANGRY,,분노,방어적인,건강,,의사가 나한테 내일 또 치료하러 오라고 하네. 그러니까. 다 나은 거 같은데 왜 자꾸 오라고 하는지 모르겠어. 검사 결과도 괜찮은 거 같은데. 자꾸 이것저것 몸 상태 물어보는 것도 싫어.
train-011048,ANGRY_TO_ANXIOUS,ANGRY,,분노,방어적인,건강,,이번에 건강 검진받았는데 결과가 어떻게 나올지 걱정이야. 자세히 얘기할 수는 없지만 걱정되는 부분이 있어서 건강 검진 결과가 불안해.
train-017755,ANGRY_TO_ANXIOUS,ANGRY,,분노,방어적인,"건강,죽음",,만성 호흡기 질환 치료에 드는 비용을 연금 보험으로 해결하고 있어. 응. 근데 만성 질환이라 계속 달고 살아야 해서 불편해. 치료에 좀 더 임하고 건강을 챙겨야겠어. 그러면 나아지지 않을까.
train-019867,ANGRY_TO_ANXIOUS,ANGRY,,분노,방어적인,재정,,몸 아픈 것도 서러운데 돈이 없어서 병원비도 줄였어. 노후준비를 안 한 나한테 화가 나네. 자식들한테 의지 할 수는 없으니 일을 찾아봐야겠어.
train-019868,ANGRY_TO_ANXIOUS,ANGRY,,분노,방어적인,재정,,절약하기 위해서 아내에게 돈을 적게 줬더니 싸웠어. 몸이 아프니까 병원비가 많이 나가서 아끼려고 그랬는데 미안하네. 맛있는 음식 사주면서 미안하다고 해야겠어.
train-019872,ANGRY_TO_ANXIOUS,ANGRY,,분노,방어적인,재정,,아내랑 나는 돈이 없어서 아파도 병원을 안 가. 노후준비를 못해서 돈이 없으니 아파도 병원비에 쓸 돈이 없는 거지. 노인 일자리센터를 방문해서 일자리를 찾아보려고 해.
train-019873,ANGRY_TO_ANXIOUS,ANGRY,,분노,방어적인,재정,,아내가 놀러 다니는데 쓰는 돈이 내 병원비만큼 나와서 화가 나. 내 병이 금방 나을 병도 아니라서 아껴야 하는데 아내는 그걸 모르는 건지. 아내와 앞으로 어떻게 할 지 대화를 해봐야겠지.
train-019875,ANGRY_TO_ANXIOUS,ANGRY,,분노,방어적인,재정,,병원비 때문에 자식들이 돈을 보내주는 건데 아내는 못마땅하게 생각하나 봐. 자식들이 병원비로 쓰라고 돈을 보내주는데 아내한테 자식들 부담주지 말라고 잔소리 들어서 속상하네. 자식들한테 하소연할거야. 아내가 잔소리 한다고.
train-020133,ANGRY_TO_ANXIOUS,ANGRY,,분노,방어적인,대인관계,,옆집 이웃 박씨가 당뇨 약을 먹으면서 담배를 피는데 관심 안 두기로 했어. 처음에는 걱정이 돼서 담배를 끊으라고 말했는데 아무리 말해도 의미가 없더라고. 이제 박씨 건강 문제에는 관여안하려고.난 나의 건강을 지키는대에 집중하려고해.
train-020134,ANGRY_TO_ANXIOUS,ANGRY,,분노,방어적인,대인관계,,디스크 수술은 위험하다고 하는데 자꾸 의사가 수술을 하라고 해서 화가 나. 잘못하면 허리를 평생 못 쓴다면서 자꾸 권유하더라고. 다른 병원으로 옮겨서 검사를 받으려고 해.
train-020136,ANGRY_TO_ANXIOUS,ANGRY,,분노,방어적인,대인관계,,내가 기관지가 많이 안 좋아서 기침을 많이 해. 병원보다는 도라지가 더 좋다고 하더라고. 생각했던 것과 달리 차도가 없어서 병원에게 화가나네. 항의 전화를 해봐야겠어.
train-024356,ANGRY_TO_ANXIOUS,ANGRY,,분노,방어적인,"건강,죽음",,고기를 많이 먹으면 심장병에 걸리기 쉽대. 좋아하는 고기를 먹을 수 없어서 화가 나! 하지만 나이가 있으니 건강을 신경 써야겠어. 고기는 조금만 먹고 운동을 열심히 할 거야.
train-027608,ANGRY_TO_ANXIOUS,ANGRY,,분노,방어적인,학교폭력/따돌림,,건강이 나빠서 자꾸 회사에 병가를 내게 돼. 그런데 직장 동료들이 눈치를 주는 것 같아서 고립된 기분이야. 계속 진심으로 다가간다면 가능할 것 같아.
train-027678,ANGRY_TO_ANXIOUS,ANGRY,,분노,방어적인,건강,,안 좋은 몸을 이끌고 장례식에 다녀왔어. 건강이 좋지 않던 친구가 죽었는데 호상이라고들 하더라. 구역질 났어. 오늘은 패스트푸드를 먹을꺼야. 오랜만에 햄버거를 먹어야지.
train-027679,ANGRY_TO_ANXIOUS,ANGRY,,분노,방어적인,건강,,약을 꾸준히 먹는데도 몸이 전혀 좋아지지 않아. 처방이 제대로 된 건지 화 나. 다른 병원에 가서 다시 진찰을 받고 처방을 받아봐야겠어. 초기라서 치료를 받으면 괜찮아진다고 아내에게 잘말해봐야겠어.
train-027681,ANGRY_TO_ANXIOUS,ANGRY,,분노,방어적인,건강,,건강이 안 좋으니까 비통한 마음이 들어. 내일 병원에 가보려고 해. 사실은 약의 종류가 많아서 먹기 힘들다고 말해보려고 하는데 아내도 이해해주겠지?
train-027682,ANGRY_TO_ANXIOUS,ANGRY,,분노,방어적인,건강,,건강이 안 좋으니까 어디 움직이기도 너무 힘들어. 산책 하러 가는것도 정말 힘들어. 꼼짝 할 수가 없어. 아픈 사실을 밝히려고 그럼 좀 더 걱정해주지 않을까?
train-027683,ANGRY_TO_ANXIOUS,ANGRY,,분노,방어적인,건강,,코로나가 터지고 병 자체에 대해서 예민해진 것 같아. 응 나이가 들수록 위험하다고 하기도하고. 나이들수록 병에 걸리기 쉬우니까. 내가 먼저 어머니께 건강 안부를 물어보려고 해 그럼 먼저 안 물어보시지 않을까?
train-027878,ANGRY_TO_ANXIOUS,ANGRY,,분노,방어적인,"건강,죽음",,주변에 운동을 하다 다치는 노인을 보면 분노를 느끼고 아무것도 안 하는 내가 더 안전한 것 같아. 하지만 운동이 필요할 거 같긴 한데 다칠까 봐 방어적이게 돼. 운동을 조금씩이라도 해야 할지 고민 중이야. 다른 사람과 같이 천천히 걷는 운동이라도 하는 게 나을 것 같아.
train-027980,ANGRY_TO_ANXIOUS,ANGRY,,분노,방어적인,"건강,죽음",,당뇨 때문에 귀찮지만 열심히 건강관리를 하고 있어. 몸이 귀한지 젊으면 몰라. 늙고 나니 모든 게 다 후회돼. 식사관리와 약 그리고 혈압까지 신경 쓰고 있어. 살려면 어쩔 수 없어.
train-028164,ANGRY_TO_ANXIOUS,ANGRY,,분노,방어적인,"건강,죽음",,기립성 저혈압을 방지하기 위해 천천히 자리에서 일어났어. 너무 어지러워. 일어날 때마다 지팡이 없이는 위험해. 이렇게 쇠약해진 내 몸 때문에 화가 나. 병원을 가서 지금 몸 상태를 다시 확인하고 적절한 조치를 취해야겠어.
train-028165,ANGRY_TO_ANXIOUS,ANGRY,,분노,방어적인,"건강,죽음",,당뇨병이 생긴 이후 음식을 먹는 것에 까다로워져서 주위 사람들이 힘들어해. 스스로 화가 날 지경이야. 나도 마음껏 음식을 먹고 싶은데 그러지 못해. 병원에 가서 이 문제를 어떻게 하면 좋을지 의사와 상담을 해야겠어.
train-028450,ANGRY_TO_ANXIOUS,ANGRY,,분노,방어적인,"대인관계(부부, 자녀)",,아내가 갱년기인지 요즘 병원을 다녀. 이해해 줘야 하는데 방어적인 태도가 자꾸 나와. 나도 같이 소리를 지르게 돼. 이러다가는 헤어질까 봐 걱정이야.
train-028453,ANGRY_TO_ANXIOUS,ANGRY,,분노,방어적인,건강,,오십 대 후반이 되니 건강에 더욱 신경 쓰이네. 옛날엔 대범한 편이라 생각했는데 요샌 모든 일에 방어적이게 되는 것 같아. 육체적 건강은 마음이 편안해야 하는데 먹고사는 게 힘들어. 딱히 없어. 나도 쉬고 싶고 놀고 싶은데 현실이 그렇지 않아.
train-028484,ANGRY_TO_ANXIOUS,ANGRY,,분노,방어적인,"건강,죽음",,내가 제일 염려하는 것은 골다공증이 있어서 조금만 부딪쳐도 병원에 가야 하는 상황이라 생활하는 게 불편해. 둘째를 낳은 후 난소암을 앓게 되어 항암치료를 받은 적이 있는데 나중에 보니 원인이었고 본격적으로는 올해 정확하게 알게 되었어. 정기적으로 병원에 다니면서 약도 먹으며 전에는 수영을 했는데 사 년 전부터 헬스장에서 근력운동을 한 결과 조금씩 나아지고 있어.
train-029260,ANGRY_TO_ANXIOUS,ANGRY,,분노,방어적인,"건강,죽음",,의사의 오진으로 건강을 잃지는 않을까 생각이 들어서 아파도 병원 방문을 하지 않게 돼. 신뢰할만한 의사를 지인으로부터 추천받으면 조금 덜 두렵지 않을까?
train-029329,ANGRY_TO_ANXIOUS,ANGRY,,분노,방어적인,건강,,건강이 걱정돼 건강검진을 받아봐야겠어. 이제 나이도 있으니 자주 받아야겠지.
train-029635,ANGRY_TO_ANXIOUS,ANGRY,,분노,방어적인,"건강,죽음",,몸이 안좋아서 그런지 모든게 조심스러워. 병원에 가서 정확한 진단을 받아볼 예정이야.
train-029781,ANGRY_TO_ANXIOUS,ANGRY,,분노,방어적인,"건강,죽음",,항상 병을 앓고 있지만 지역에 있는 병원은 의심스러워. 옆에 있는 다른 병원으로 가려고 해.
train-029966,ANGRY_TO_ANXIOUS,ANGRY,,분노,방어적인,건강,,지금은 건강에 신경을 많이 써야 할나이야. 아직 중년이지만 지금부터 관리를 해야 해.
train-030969,ANGRY_TO_ANXIOUS,ANGRY,,분노,방어적인,재정,,나는 아파서 병원비로 돈 쓰는데 아내는 유흥비로 내 병원비만큼 돈을 써서 화딱지가 나서 죽겠어. 아내는 나를 걱정도 안 해. 지출을 줄이라고 한 번 얘기해봐야겠어.
train-031195,ANGRY_TO_ANXIOUS,ANGRY,,분노,방어적인,건강,,건강에 좋다는 음식은 왜 이렇게 다 맛이 없는지 원. 이런 것만 먹다가는 내가 스트레스로 더 탈이 날 것 같아. 오늘은 패스트푸드를 먹으려고 해. 오랜만에 햄버거를 먹어봐야겠어.
train-031196,ANGRY_TO_ANXIOUS,ANGRY,,분노,방어적인,건강,,내가 아픈 것을 가족들에게 알리고 싶지 않은데 가족들이 자꾸 눈치를 채고 물어봐. 나 사실 암에 걸려서 치료를 받아야 해. 초기라서 치료를 받으면 괜찮아 질 수 있을 거야. 아내에게만 말해봐야겠어.
train-031197,ANGRY_TO_ANXIOUS,ANGRY,,분노,방어적인,건강,,전에부터 다니던 병원의 담당의사가 갈 때마다 잔소리를 너무 해서 병원을 옮겼어. 한두 번도 아니고 매번 잔소리를 해서 짜증났어. 그래서 이번에 병원을 새로운 곳으로 옮겼지. 여기는 잔소리를 안 해서 다행이야 잘 옮긴 것 같아 판단을 잘한 것 같네.
train-031460,ANGRY_TO_ANXIOUS,ANGRY,,분노,방어적인,"건강,죽음",,조금만 걸어도 숨이 차는 게 몸이 예전 같지 않아. 병원에서는 큰 문제 없다고 했는데 혹시 모르니 모든 행동에 조심하게 되네.
train-031532,ANGRY_TO_ANXIOUS,ANGRY,,분노,방어적인,건강,,내가 건강문제에 있어서 되게 예민한가봐. 먹는 것부터 굉장히 조심하고 운동도 꼭하고 철저해.
train-031630,ANGRY_TO_ANXIOUS,ANGRY,,분노,방어적인,재정,,통원치료 보험을 소개시켜줬는데 고민이 되네. 지금도 심근경색을 앓고 있긴해. 근데 굳이 보험을 추가해야하나 싶어서.
train-031743,ANGRY_TO_ANXIOUS,ANGRY,,분노,방어적인,건강,,이제 건강 챙길 나이가 되니까 술 담배도 끊을까 생각 중이야. 나도 많이 약해졌네. 체력이 많이 떨어지고 숨 쉬는 소리가 거칠더라고. 이러다가 큰일 날까 봐 겁나서 조심하려고.
train-032205,ANGRY_TO_ANXIOUS,ANGRY,,분노,방어적인,건강,,난 건강이 나빠지지 않게 무조건 열심히 미리 노력할 거야. 건강은 나빠지기 전에 알아서 관리하는 게 최고거든. 방어가 최선의 무기라고 운동으로 방어하고 있지.
train-033536,ANGRY_TO_ANXIOUS,ANGRY,,분노,방어적인,"진로,취업,직장",,오늘 환자에게 치료해주는 도중 나에게 과격한 행동을 하여 몸을 피하는 상황이 발생했어. 처음에는 직업 의식을 발휘해서 침착하게 대응했지만 사실 좀 힘들어. 그래서 사실은 그렇게 과격한 환자는 앞으로 피하고 싶다는 생각이 나도 모르게 들었어. 오늘 사건을 계기로 회의를 열어 안전한 근무 환경이 되도록 제도를 개편해볼까 해.
train-033995,ANGRY_TO_ANXIOUS,ANGRY,,분노,방어적인,학교폭력/따돌림,,다른 애가 내 친구를 발로 차서 넘어져 다쳤어. 화나고 속상해. 자칫하면 내 친구가 계단을 굴러서 크게 다칠 뻔했어. 친구를 괴롭히는 애를 혼내주고 싶어. 다시는 건들지 않게 말이야.
train-034001,ANGRY_TO_ANXIOUS,ANGRY,,분노,방어적인,학교폭력/따돌림,,친구와 자전거를 타고 가는데 다른 학교 애가 내 친구를 밀치고 가서 화났어. 거기는 내리막길이어서 자전거에서 떨어져서 크게 다칠 수도 있었단 말이야. 그 애 얼굴을 기억했으니 또 마주치면 가만두지 않을 거야. 정말 복수해 주고 싶어.
train-038982,ANGRY_TO_ANXIOUS,ANGRY,,분노,방어적인,"건강,죽음",,아내가 건강할 때 해외여행 한번 보내주고 싶었었거든. 그런데 그러지 못했지. 다른 집 남편들처럼 잘해주고 싶었지만 여력이 없었어. 그렇지. 이제는 아내를 못 볼 거로 생각하니 마음 한편이 아리고 내가 잘못한 것 같다는 생각만 들어.
train-039077,ANGRY_TO_ANXIOUS,ANGRY,,분노,방어적인,대인관계,,난 건강이 안 좋아 일도 못 하는데 내 친구는 아직도 일을 다녀. 나는 젊었을 적부터 고혈압이 있어서 운동을 많이 못 했거든. 식단을 조절하면 좋아질것도 같아.
train-040785,ANGRY_TO_ANXIOUS,ANGRY,,분노,방어적인,대인관계,,몸이 아프니 친구를 만나는 것도 모든게 귀찮아. 응 폐암 초기야. 초기라 다행이지. 하지만 몸이 아프니 누굴 만나는 게 싫어. 다녀왔지. 왜 나만 이런 병에 걸렸을까 하는 열등감에 우울함도 있고
train-040885,ANGRY_TO_ANXIOUS,ANGRY,,분노,방어적인,재정,,귀가 나빠서 더 그런 거인지는 모르겠지만 이번에 귀가 얇은 탓에 손해를 본 건 참 생각할수록 어처구니가 없네. 생각도 짧은 탓이겠지만 남의 말만 듣고 움직인 바람에 손해도 컸지만 이번 일은 치명적이야. 조카가 암호 화폐인지 뭔지를 자꾸 권하기에 젊었을 때 어찌어찌 마련해놓은 조그만 집을 팔아치웠으니. 이렇게 된 마당에 나보다 어린 조카를 탓해 뭘 하겠어? 이 나이에 잘 알아보지도 않고 그런 말에 넘어간 내 탓이지만 유일한 수입원을 날려버렸으니 어떡한담.
train-040923,ANGRY_TO_ANXIOUS,ANGRY,,분노,방어적인,"건강,죽음",,자식을 잘못 키웠어. 다 내 잘못이야. 아내건강이 안 좋아지니 우리가 부양을 강요할까 봐 걱정되나 봐. 아니. 아직 그럴 계획은 없어. 내 친구네 애들은 서로 부모 모시겠다고 한다는데 우리 애들은 왜 이 모양인지.
train-041225,ANGRY_TO_ANXIOUS,ANGRY,,분노,방어적인,"건강,죽음",,사는 게 정말 힘드네. 아내가 몸이 아파서 내가 돌봐주어야 하네. 하지만 나도 건강이 좋지 않고 힘이 들어. 젊어서 건강관리를 잘 해야 했는데. 나라도 건강하면 지금처럼 힘들진 않을 텐데.
train-041491,ANGRY_TO_ANXIOUS,ANGRY,,분노,방어적인,대인관계,,퇴직하고 나서 건강 문제도 생기니 사람이 싫어지네. 몸이 안 좋으니 모임에 나가는 것도 꺼려지고 인맥 관계들도 사라지고. 비슷한 나이에 상황인데도 행복하게 살아가는 사람들도 있던데 왜 나만 이렇게 비참한지.
train-041604,ANGRY_TO_ANXIOUS,ANGRY,,분노,방어적인,"건강,죽음",,아내가 아파도 보약 한 첩을 못 해줬어. 병원비 때문에 병원 가는 것도 꺼려하는 사람인 걸 뻔히 알면서도 같이 가주질 못 했네. 다 내가 능력이 없어서 그렇지. 너무 미안해.
train-041864,ANGRY_TO_ANXIOUS,ANGRY,,분노,방어적인,재정,,류머티즘 관절염 때문에 너무 아파. 손이 굳고 떨려서 병원 갔더니 류머티즘 관절염이래. 손을 따뜻하게 하고 있으려니 일을 못하게 되었지. 친구들은 아픈 데가 없는데 왜 나만 이런 더러운 병이 걸리는지 모르겠어. 나 자신이 싫어.
train-042024,ANGRY_TO_ANXIOUS,ANGRY,,분노,방어적인,건강,,내 동생은 너무 건강한데 나는 중증질환에 건강이 좋지 않아 동생에게 열등감을 느껴. 왜 나는 이렇게 아파야 하는지 이런 나 자신이 싫어. 가까운 곳으로 친구와 여행 가서 기분 전환을 해야겠어.
train-042095,ANGRY_TO_ANXIOUS,ANGRY,,분노,방어적인,"진로,취업,직장",,손발이 너무 떨려서 대기 중인 면접장을 그만 박차고 나와버렸어. 나 참 바보인가 봐. 대기 중이던 지원자들이 다 멋져 보여서 주눅 들기도 했고 이쪽이 적성인가도 의문이었거든. 그전에 적성검사를 해 보고 면접스터디 모임에 꾸준히 참여할 거야.
train-042447,ANGRY_TO_ANXIOUS,ANGRY,,분노,방어적인,재정,,골다공증으로 일을 할 수 없게 되었는데 아직도 일하는 남편과 비교돼 열등감만 느껴져. 내가 건강하다면 더 안정적으로 살 수 있었을 텐데 어려서 운동을 안 한 내 탓이야. 일을 하는 남편과 비교되지도 않고 건강을 위해서라도 운동을 다니면 좋을 것 같아.
train-043004,ANGRY_TO_ANXIOUS,ANGRY,,분노,방어적인,대인관계,,나는 소아마비로 잘 걷지 못하는데 건강하고 인물도 좋은 형에게 열등감을 느껴. 괜히 잘못도 없는 형에게 자꾸만 화가 나. 그래서 자주 다투게 돼. 스스로에 대한 혐오를 멈추고 형과 잘 대화를 해봐야겠어.
train-043158,ANGRY_TO_ANXIOUS,ANGRY,,분노,방어적인,건강,,딸만 보면 딸한테 성적 구십 점 이상 못 맞았다고 짜증을 내. 내가 딸을 잘못 키웠어. 다른 애 중에 딸처럼 구십 점 안 넘는 애들이 한 명도 없어. 진짜 내 잘못인가. 일단 정신과 병원에 가서 치료받고 나면 딸이 나 때문에 상처받았는지 어떤지 얘기하고 싶어.
train-043188,ANGRY_TO_ANXIOUS,ANGRY,,분노,방어적인,학교폭력/따돌림,,우울증이 있는 걸 친구들이 알게 될까 봐 자꾸 눈치 보게 돼. 난 바보야. 친구들에 밝고 정상적인 걸 보면 나만 못난 것 같고 열등감이 느껴져. 우울증 치료를 적극적으로 받아 나도 예전처럼 밝은 사람으로 변해야겠어.
train-043874,ANGRY_TO_ANXIOUS,ANGRY,,분노,방어적인,대인관계,,나는 점점 시력을 잃고 있어. 가족들도 다 날 점점 피할 거야. 가족들이 나를 부양해야 한다는 부담감 때문에 매일 싸우는 것 같아. 치료에 조금 더 열중해야겠어. 그것만이 이 모든 문제를 해결할 수 있어.
train-044031,ANGRY_TO_ANXIOUS,ANGRY,,분노,방어적인,"대인관계(부부, 자녀)",,아내가 떠난 뒤로 건강도 안 좋아지고 친구들과 내 상황을 자꾸 비교하게 돼. 친구들은 건강하고 가정도 화목한데 나는 왜 이럴까? 앞으로는 건강 관리 잘하고 아이들과 잘 지내야겠어.
train-044225,ANGRY_TO_ANXIOUS,ANGRY,,분노,방어적인,재정,,다리가 불편해서 기존에 하던 일을 못 하게 되어서 경제적으로 어려움을 겪고 있어. 우울해. 병원도 다녀야 하는데 소득이 없어지니 앞길이 너무 막막해. 주변에 노인에 관련된 복지에 대해서 잘 알고 있는 사람에게 조언을 구해야겠어.
train-044272,ANGRY_TO_ANXIOUS,ANGRY,,분노,방어적인,대인관계,,내가 너무 싫어. 다른 친구들은 남자친구도 사귀고 다 하는데 나는 못 해. 내가 너무 초라한 게 싫어. 다른 친구들처럼 돈도 많이 벌고 빛나고 싶어. 병원에 도움을 받는 것도 나쁘지 않을 거야. 꾸준히 치료를 받으면 나를 사랑할 수 있을 거야.
train-044659,ANGRY_TO_ANXIOUS,ANGRY,,분노,방어적인,대인관계,,이제 나이가 나이인지라 남성성을 많이 잃어서 마음대로 되지를 않아. 그래서 아내와의 관계도 많이 틀어졌어. 나 스스로가 너무 무능해 보이고 싫어. 아내에게 솔직히 말하고 병원을 찾아가 봐야겠어.
train-044844,ANGRY_TO_ANXIOUS,ANGRY,,분노,방어적인,"대인관계(부부, 자녀)",,내 평생 부인 간호하다 요번에 사별하고 더불어 나도 병을 얻었어. 내 팔자야. 남들은 행복하게 잘 사는데 나는 얻은 거라곤 병뿐이네! 화가 나. 일단 병원부터 가서 상담을 해봐야겠어.
train-045812,ANGRY_TO_ANXIOUS,ANGRY,,분노,방어적인,건강,,내 건강에 이상이 생겼어. 왜 나한테 이런 일이 생긴 거지? 내가 평소에 불규칙한 생활을 해서 이런 일이 벌어진 것 같아. 일단 빨리 치료를 받으러 다녀야겠어.
